gene_id	eco_chrom	eco_start	eco_end	eco_strand	symbol	geneid	biotype	chrom	start	end	strand	is_named	product	n_go	go_bp	go_mf	go_cc	go_terms
gene-LOC120022725	ptg000015l	17550	48133	+	LOC120022725	120022725	protein_coding	NC_052333.1	31627246	31657804	-	0	voltage-dependent calcium channel gamma-7 subunit-like	11	7	2	2	GO:0005245|GO:0006816|GO:0016247|GO:0019226|GO:0032281|GO:0051968|GO:0098839|GO:0098943|GO:0098970|GO:0099590|GO:2000311
gene-LOC120022068	ptg000015l	64067	76327	+	LOC120022068	120022068	protein_coding	NC_052333.1	31598995	31611292	-	0	voltage-dependent calcium channel gamma-4 subunit-like	11	7	2	2	GO:0005245|GO:0006816|GO:0016247|GO:0019226|GO:0032281|GO:0051968|GO:0098839|GO:0098943|GO:0098970|GO:0099590|GO:2000311
gene-LOC120022347	ptg000015l	85119	88122	-	LOC120022347	120022347	protein_coding	NC_052333.1	31587212	31590214	+	0	voltage-dependent calcium channel gamma-6 subunit-like	4	1	1	2	GO:0005246|GO:0016020|GO:1902514|GO:1990454
gene-LOC120022346	ptg000015l	138981	149471	+	LOC120022346	120022346	protein_coding	NC_052333.1	31525453	31536345	-	0	solute carrier family 2, facilitated glucose transporter member 1-like	5	2	1	2	GO:0015149|GO:0015749|GO:0016323|GO:0016324|GO:0032868
gene-LOC120022800	ptg000015l	152883	162322	+	LOC120022800	120022800	protein_coding	NC_052333.1	31512598	31522038	-	0	polyhomeotic-like protein 1	4	0	2	2	GO:0005515|GO:0005634|GO:0008270|GO:0035102
gene-LOC120022344	ptg000015l	166551	192583	-	LOC120022344	120022344	protein_coding	NC_052333.1	31482059	31508368	+	0	tyrosine-protein kinase STYK1-like	7	4	2	1	GO:0004714|GO:0005524|GO:0006468|GO:0007169|GO:0007275|GO:0033674|GO:0043235
gene-clcn1a	ptg000015l	192610	209992	+	clcn1a	120022343	protein_coding	NC_052333.1	31464655	31482031	-	1	chloride channel, voltage-sensitive 1a	4	2	1	1	GO:0005247|GO:0006821|GO:0016020|GO:0055085
gene-LOC120022342	ptg000015l	219506	247519	-	LOC120022342	120022342	protein_coding	NC_052333.1	31430613	31455164	+	0	TOX high mobility group box family member 3-like	0	0	0	0	NA
gene-LOC120022084	ptg000015l	289006	295615	+	LOC120022084	120022084	protein_coding	NC_052333.1	31398578	31405187	-	0	glyceraldehyde-3-phosphate dehydrogenase-like	4	1	3	0	GO:0006006|GO:0016620|GO:0050661|GO:0051287
gene-LOC120022686	ptg000015l	304984	312004	+	LOC120022686	120022686	protein_coding	NC_052333.1	31382230	31389247	-	0	glyceraldehyde-3-phosphate dehydrogenase-like	4	1	3	0	GO:0006006|GO:0016620|GO:0050661|GO:0051287
gene-LOC120022341	ptg000015l	316661	325428	+	LOC120022341	120022341	protein_coding	NC_052333.1	31368814	31377572	-	0	intermediate filament family orphan 1-like	0	0	0	0	NA
gene-LOC120022766	ptg000015l	330522	340682	+	LOC120022766	120022766	protein_coding	NC_052333.1	31353539	31363719	-	0	vesicle-associated membrane protein 2-like	7	3	2	2	GO:0005484|GO:0005886|GO:0006906|GO:0016192|GO:0019905|GO:0031201|GO:0035493
gene-LOC120022847	ptg000015l	343346	347617	-	LOC120022847	120022847	protein_coding	NC_052333.1	31346629	31350899	+	0	zinc finger protein 14-like	0	0	0	0	NA
gene-LOC120022340	ptg000015l	347812	355862	-	LOC120022340	120022340	protein_coding	NC_052333.1	31337394	31346433	+	0	uncharacterized LOC120022340	4	2	1	1	GO:0016233|GO:0042162|GO:0070187|GO:1904356
gene-LOC120022805	ptg000015l	372946	383589	-	LOC120022805	120022805	protein_coding	NC_052333.1	31324242	31334884	+	0	zinc finger and SCAN domain-containing protein 20-like	0	0	0	0	NA
gene-LOC120022494	ptg000015l	391741	422202	-	LOC120022494	120022494	protein_coding	NC_052333.1	31289254	31319479	+	0	chromodomain-helicase-DNA-binding protein 4-like	11	2	6	3	GO:0000122|GO:0000785|GO:0003677|GO:0003682|GO:0005524|GO:0005634|GO:0006338|GO:0016581|GO:0016887|GO:0042393|GO:0140658
gene-LOC120022191	ptg000015l	435951	453914	-	LOC120022191	120022191	protein_coding	NC_052333.1	31259336	31277278	+	0	cell division control protein 42 homolog	5	2	2	1	GO:0003924|GO:0005525|GO:0007264|GO:0043197|GO:0099563
gene-LOC120022189	ptg000015l	452799	475344	+	LOC120022189	120022189	protein_coding	NC_052333.1	31237942	31260450	-	0	gamma-enolase-like	4	1	2	1	GO:0000015|GO:0000287|GO:0004634|GO:0006096
gene-LOC120022768	ptg000015l	494822	498091	-	LOC120022768	120022768	protein_coding	NC_052333.1	31215225	31218456	+	0	guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-3-like	5	1	2	2	GO:0005515|GO:0005737|GO:0005834|GO:0007186|GO:0030159
gene-LOC120022077	ptg000015l	506099	528508	-	LOC120022077	120022077	protein_coding	NC_052333.1	31184816	31207216	+	0	C-type lectin domain family 4 member M-like	0	0	0	0	NA
gene-LOC120022531	ptg000015l	549842	566732	-	LOC120022531	120022531	protein_coding	NC_052333.1	31146589	31163480	+	0	carcinoembryonic antigen-related cell adhesion molecule 1-like	0	0	0	0	NA
gene-LOC120022339	ptg000015l	579664	612741	-	LOC120022339	120022339	protein_coding	NC_052333.1	31100547	31133665	+	0	glutamate receptor ionotropic, kainate 5-like	9	3	2	4	GO:0005886|GO:0006811|GO:0015277|GO:0032983|GO:0035249|GO:0042734|GO:0045211|GO:0050804|GO:1904315
gene-LOC120022134	ptg000015l	868740	870878	-	LOC120022134	120022134	protein_coding	NC_052333.1	30975595	30977728	+	0	ladderlectin	1	0	1	0	GO:0038023
gene-LOC120022119	ptg000015l	887927	904461	-	LOC120022119	120022119	protein_coding	NC_052333.1	30950452	30966642	+	0	glycogen synthase kinase-3 beta-like	12	6	2	4	GO:0004674|GO:0005524|GO:0005634|GO:0005737|GO:0005829|GO:0006468|GO:0008286|GO:0010975|GO:0030424|GO:0032007|GO:0090090|GO:0097192
gene-LOC120022455	ptg000015l	910874	943573	-	LOC120022455	120022455	protein_coding	NC_052333.1	30911471	30944037	+	0	protein capicua homolog	4	1	2	1	GO:0000977|GO:0000981|GO:0005634|GO:0006357
gene-LOC120022856	ptg000015l	955277	979721	-	LOC120022856	120022856	protein_coding	NC_052333.1	30875461	30899905	+	0	ETS domain-containing transcription factor ERF-like	5	2	2	1	GO:0000981|GO:0005634|GO:0006357|GO:0030154|GO:0043565
gene-LOC120022338	ptg000015l	1018553	1034023	-	LOC120022338	120022338	protein_coding	NC_052333.1	30824325	30839794	+	0	POU domain, class 2, transcription factor 2-like	4	1	2	1	GO:0000978|GO:0000981|GO:0005634|GO:0006357
gene-ldhd	ptg000016l	36801	46559	+	ldhd	120066189	protein_coding	NC_052327.1	22046876	22056633	+	1	lactate dehydrogenase D	5	1	3	1	GO:0004458|GO:0005739|GO:0008720|GO:0071949|GO:1903457
gene-znrf1	ptg000016l	49420	76955	-	znrf1	120066530	protein_coding	NC_052327.1	22059495	22087025	-	1	zinc and ring finger 1	0	0	0	0	NA
gene-LOC120066652	ptg000016l	78981	91396	+	LOC120066652	120066652	protein_coding	NC_052327.1	22089052	22101465	+	0	DNA replication complex GINS protein PSF3-like	2	1	0	1	GO:0000811|GO:1902975
gene-LOC120066190	ptg000016l	108955	149341	+	LOC120066190	120066190	protein_coding	NC_052327.1	22119025	22154982	+	0	protein NDRG4-B-like	4	3	0	1	GO:0005737|GO:0007165|GO:0007420|GO:0070374
gene-si:ch211-194m7.8	ptg000016l	160925	164571	+	si:ch211-194m7.8	120066654	protein_coding	NC_052327.1	22166564	22170209	+	1	olfactomedin-4	2	1	0	1	GO:0005615|GO:0007165
gene-LOC120065824	ptg000016l	191324	210534	+	LOC120065824	120065824	protein_coding	NC_052327.1	22196961	22216061	+	0	sphingomyelin phosphodiesterase 3-like	4	1	1	2	GO:0004767|GO:0005576|GO:0005737|GO:0006684
gene-LOC120066655	ptg000016l	215853	217594	+	LOC120066655	120066655	protein_coding	NC_052327.1	22221376	22223116	+	0	C-C motif chemokine 4-like	16	12	2	2	GO:0002548|GO:0005576|GO:0005615|GO:0006954|GO:0006955|GO:0007186|GO:0008009|GO:0030593|GO:0043547|GO:0048020|GO:0048247|GO:0070098|GO:0070374|GO:0071346|GO:0071347|GO:0071356
gene-LOC120066192	ptg000016l	218529	244013	+	LOC120066192	120066192	protein_coding	NC_052327.1	22224004	22249433	+	0	septin-7-like	9	2	3	4	GO:0003924|GO:0005525|GO:0005940|GO:0015630|GO:0031105|GO:0032153|GO:0060090|GO:0060271|GO:0061640
gene-LOC120066531	ptg000016l	244360	245091	-	LOC120066531	120066531	protein_coding	NC_052327.1	22249781	22250511	-	0	C-C motif chemokine 4-like	16	12	2	2	GO:0002548|GO:0005576|GO:0005615|GO:0006954|GO:0006955|GO:0007186|GO:0008009|GO:0030593|GO:0043547|GO:0048020|GO:0048247|GO:0070098|GO:0070374|GO:0071346|GO:0071347|GO:0071356
gene-LOC120066193	ptg000016l	252121	270637	+	LOC120066193	120066193	protein_coding	NC_052327.1	22257542	22276045	+	0	anillin-like	4	3	0	1	GO:0000281|GO:0000915|GO:0005826|GO:0031106
gene-LOC120066196	ptg000016l	281473	294544	-	LOC120066196	120066196	protein_coding	NC_052327.1	22286880	22299950	-	0	anamorsin-B	3	1	1	1	GO:0005737|GO:0016226|GO:0051536
gene-LOC120066194	ptg000016l	294384	297889	+	LOC120066194	120066194	protein_coding	NC_052327.1	22299791	22303295	+	0	ubiquinone biosynthesis protein COQ9, mitochondrial-like	3	1	1	1	GO:0005743|GO:0006744|GO:0008289
gene-LOC120066197	ptg000016l	298316	304437	+	LOC120066197	120066197	protein_coding	NC_052327.1	22303723	22309846	+	0	DNA-directed RNA polymerase II subunit RPB3	4	1	2	1	GO:0003899|GO:0005665|GO:0006351|GO:0046983
gene-LOC120065825	ptg000016l	308220	311463	+	LOC120065825	120065825	protein_coding	NC_052327.1	22313630	22316872	+	0	diacylglycerol O-acyltransferase 1-like	3	1	1	1	GO:0004144|GO:0005789|GO:0019432
gene-LOC120066199	ptg000016l	312357	355538	+	LOC120066199	120066199	protein_coding	NC_052327.1	22317767	22359136	+	0	NEDD4-like E3 ubiquitin-protein ligase WWP2	6	4	2	0	GO:0000122|GO:0005515|GO:0006511|GO:0034765|GO:0061630|GO:0070534
gene-adat1	ptg000016l	367468	394646	+	adat1	120066200	protein_coding	NC_052327.1	22371080	22398255	+	1	adenosine deaminase tRNA specific 1	3	1	2	0	GO:0003723|GO:0004000|GO:0006396
gene-LOC120066201	ptg000016l	406476	424457	+	LOC120066201	120066201	protein_coding	NC_052327.1	22410086	22427981	+	0	protein spire homolog 2-like	11	8	1	2	GO:0003779|GO:0005938|GO:0030041|GO:0030659|GO:0036089|GO:0040038|GO:0045010|GO:0046907|GO:0048193|GO:0051295|GO:0051639
gene-LOC120066202	ptg000016l	425518	437048	+	LOC120066202	120066202	protein_coding	NC_052327.1	22429043	22440575	+	0	beta-2-syntrophin-like	5	0	2	3	GO:0005198|GO:0005515|GO:0005622|GO:0016010|GO:0045202
gene-LOC120066203	ptg000016l	437321	457052	+	LOC120066203	120066203	protein_coding	NC_052327.1	22440849	22460579	+	0	vacuolar protein sorting-associated protein 4A-like	4	2	2	0	GO:0005524|GO:0007033|GO:0016197|GO:0016887
gene-LOC120066204	ptg000016l	468211	481213	+	LOC120066204	120066204	protein_coding	NC_052327.1	22468994	22482001	+	0	charged multivesicular body protein 1a-like	5	3	0	2	GO:0000815|GO:0005771|GO:0015031|GO:0032509|GO:0045324
gene-LOC120066656	ptg000016l	483863	486186	+	LOC120066656	120066656	protein_coding	NC_052327.1	22484660	22486982	+	0	P3 protein-like	3	1	1	1	GO:0008508|GO:0015721|GO:0016020
gene-LOC120066205	ptg000016l	489656	517608	+	LOC120066205	120066205	protein_coding	NC_052327.1	22490455	22518341	+	0	Fanconi anemia group A protein-like	2	1	0	1	GO:0036297|GO:0043240
gene-LOC120066207	ptg000016l	522686	546758	+	LOC120066207	120066207	protein_coding	NC_052327.1	22523420	22547487	+	0	VPS9 domain-containing protein 1-like	5	1	2	2	GO:0005085|GO:0005829|GO:0016192|GO:0030139|GO:0031267
gene-si:dkey-238o13.4	ptg000016l	565782	569878	-	si:dkey-238o13.4	120066657	protein_coding	NC_052327.1	22566509	22570599	-	1	uncharacterized protein LOC560780 homolog	3	1	1	1	GO:0005739|GO:0006635|GO:0008670
gene-LOC120066658	ptg000016l	577527	579800	-	LOC120066658	120066658	protein_coding	NC_052327.1	22578248	22580520	-	0	peptide deformylase, mitochondrial-like	5	3	1	1	GO:0005739|GO:0018206|GO:0031365|GO:0042586|GO:0043686
gene-LOC120066208	ptg000016l	606413	614737	+	LOC120066208	120066208	protein_coding	NC_052327.1	22607128	22615455	+	0	tyrosine aminotransferase-like	4	2	2	0	GO:0004838|GO:0009058|GO:0009072|GO:0030170
gene-LOC120066209	ptg000016l	618210	627642	-	LOC120066209	120066209	protein_coding	NC_052327.1	22618929	22628393	-	0	kelch-like protein 36	1	0	1	0	GO:0097602
gene-LOC120066659	ptg000016l	628289	636093	+	LOC120066659	120066659	protein_coding	NC_052327.1	22629041	22636844	+	0	coactosin-like protein	6	1	1	4	GO:0005884|GO:0005886|GO:0030427|GO:0030833|GO:0030864|GO:0051015
gene-meak7	ptg000016l	661584	666834	+	meak7	120066210	protein_coding	NC_052327.1	22662377	22667626	+	1	MTOR associated protein, eak-7 homolog	1	1	0	0	GO:0031929
gene-LOC120066211	ptg000016l	691085	740592	-	LOC120066211	120066211	protein_coding	NC_052327.1	22692370	22741830	-	0	C-Maf-inducing protein-like	2	0	0	2	GO:0005654|GO:0005829
gene-LOC120066213	ptg000016l	744576	757834	-	LOC120066213	120066213	protein_coding	NC_052327.1	22745843	22759098	-	0	gigaxonin-like	2	1	1	0	GO:0005515|GO:0007010
gene-foxl1	ptg000016l	777081	790218	+	foxl1	120065827	protein_coding	NC_052327.1	22778350	22791489	+	1	forkhead box L1	5	3	2	0	GO:0000978|GO:0000981|GO:0006357|GO:0009653|GO:0030154
gene-ces3	ptg000016l	832418	837273	-	ces3	120066214	protein_coding	NC_052327.1	22833801	22838655	-	1	carboxylesterase 3	0	0	0	0	NA
gene-LOC120066215	ptg000016l	905157	986415	+	LOC120066215	120066215	protein_coding	NC_052327.1	22899504	22980662	+	0	zinc finger protein ZFPM1-like	7	5	1	1	GO:0000122|GO:0005634|GO:0007507|GO:0030218|GO:0030219|GO:0045944|GO:0061629
gene-trhr2	ptg000016l	1083862	1103051	-	trhr2	120066660	protein_coding	NC_052327.1	23082866	23102053	-	1	thyrotropin releasing hormone receptor 2	3	1	1	1	GO:0004997|GO:0007200|GO:0016020
gene-zc3h18	ptg000016l	1126379	1162313	+	zc3h18	120066216	protein_coding	NC_052327.1	23125411	23164558	+	1	zinc finger CCCH-type containing 18	1	0	1	0	GO:0046872
gene-LOC120066526	ptg000016l	1167736	1168616	+	LOC120066526	120066526	protein_coding	NC_052327.1	23166761	23167640	+	0	interleukin-17C-like	2	0	1	1	GO:0005125|GO:0005576
gene-tango6	ptg000016l	1169747	1197050	+	tango6	120066217	protein_coding	NC_052327.1	23168772	23196075	+	1	transport and golgi organization 6 homolog (Drosophila)	1	1	0	0	GO:0009306
gene-has3	ptg000016l	1207648	1210195	+	has3	120065789	protein_coding	NC_052327.1	23206687	23209233	+	1	hyaluronan synthase 3	4	3	1	0	GO:0030213|GO:0045226|GO:0050501|GO:0085029
gene-LOC120066662	ptg000016l	1213059	1215017	-	LOC120066662	120066662	protein_coding	NC_052327.1	23212096	23214053	-	0	chromosome transmission fidelity protein 8 homolog	2	1	0	1	GO:0007064|GO:0031390
gene-LOC120066661	ptg000016l	1215094	1222966	+	LOC120066661	120066661	protein_coding	NC_052327.1	23214131	23222002	+	0	U3 small nucleolar RNA-associated protein 4 homolog	6	1	2	3	GO:0000462|GO:0003723|GO:0005515|GO:0030686|GO:0032040|GO:0034455
gene-wfdc1	ptg000016l	1224909	1232532	-	wfdc1	120066524	protein_coding	NC_052327.1	23223946	23231584	-	1	WAP four-disulfide core domain 1	4	1	1	2	GO:0001558|GO:0005576|GO:0005615|GO:0030414
gene-si:dkey-246g23.4	ptg000016l	1252679	1268867	-	si:dkey-246g23.4	120066218	protein_coding	NC_052327.1	23251722	23267899	-	1	uncharacterized protein LOC559426 homolog	3	2	1	0	GO:0008028|GO:0015718|GO:0055085
gene-LOC120066006	ptg000016l	1269615	1279613	+	LOC120066006	120066006	lncRNA	NC_052327.1	23268648	23278637	+	0	uncharacterized LOC120066006	0	0	0	0	NA
gene-kcng4a	ptg000016l	1293283	1385334	-	kcng4a	120066219	protein_coding	NC_052327.1	23292309	23385124	-	1	potassium voltage-gated channel, subfamily G, member 4a	6	2	2	2	GO:0005251|GO:0005515|GO:0008076|GO:0016020|GO:0051260|GO:0071805
gene-LOC120066220_1	ptg000016l	1309995	1314081	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-si:dkey-246g23.2	ptg000016l	1453390	1539818	-	si:dkey-246g23.2	120066664	protein_coding	NC_052327.1	23453173	23539617	-	1	solute carrier family 66 member 2	4	2	0	2	GO:0005768|GO:0005802|GO:0042147|GO:0045332
gene-LOC120066665	ptg000016l	1540104	1542136	+	LOC120066665	120066665	protein_coding	NC_052327.1	23539904	23541935	+	0	heat shock factor-binding protein 1-like	4	1	1	2	GO:0003714|GO:0005634|GO:0005829|GO:0070370
gene-zgc:173742	ptg000016l	1543797	1578710	-	zgc:173742	120066221	protein_coding	NC_052327.1	23543599	23578508	-	1	DNA topoisomerase I, mitochondrial	7	3	2	2	GO:0003677|GO:0003917|GO:0005694|GO:0005730|GO:0006260|GO:0006265|GO:0007059
gene-mlycd	ptg000016l	1577935	1589565	+	mlycd	120066222	protein_coding	NC_052327.1	23577734	23589361	+	1	malonyl-CoA decarboxylase	7	4	1	2	GO:0005759|GO:0005782|GO:0006085|GO:0006633|GO:0046321|GO:0050080|GO:2001294
gene-cdh13	ptg000016l	1686225	1989504	-	cdh13	120066223	protein_coding	NC_052327.1	23684676	24252703	-	1	cadherin 13, H-cadherin (heart)	12	7	2	3	GO:0000902|GO:0002040|GO:0005509|GO:0005886|GO:0005912|GO:0007043|GO:0007156|GO:0007275|GO:0016339|GO:0016342|GO:0034332|GO:0045296
gene-LOC120054304	ptg000017l	129405	189868	+	LOC120054304	120054304	protein_coding	NC_052316.1	31262121	31322594	-	0	BMP/retinoic acid-inducible neural-specific protein 3-like	2	2	0	0	GO:0045666|GO:0045930
gene-rgs8	ptg000017l	455373	461322	+	rgs8	120054519	protein_coding	NC_052316.1	29250367	29256314	-	1	regulator of G protein signaling 8	0	0	0	0	NA
gene-LOC120054518	ptg000017l	480127	482230	+	LOC120054518	120054518	protein_coding	NC_052316.1	29235297	29237399	-	0	regulator of G-protein signaling 5-like	0	0	0	0	NA
gene-LOC120054942	ptg000017l	510964	525332	+	LOC120054942	120054942	protein_coding	NC_052316.1	29192220	29206552	-	0	regulator of G-protein signaling 5-like	0	0	0	0	NA
gene-rgs4	ptg000017l	566554	589383	-	rgs4	120054291	protein_coding	NC_052316.1	29128166	29150997	+	1	regulator of G protein signaling 4	0	0	0	0	NA
gene-LOC120054941	ptg000017l	634440	835608	+	LOC120054941	120054941	protein_coding	NC_052316.1	28882008	29083110	-	0	carboxyl-terminal PDZ ligand of neuronal nitric oxide synthase protein-like	1	0	1	0	GO:0050998
gene-LOC120054940	ptg000017l	855732	867640	-	LOC120054940	120054940	protein_coding	NC_052316.1	28850426	28862050	+	0	serine/threonine-protein kinase Kist-like	9	3	4	2	GO:0003723|GO:0004674|GO:0005524|GO:0005634|GO:0018105|GO:0043021|GO:0045948|GO:0046825|GO:0071598
gene-LOC120054939	ptg000017l	866991	903730	+	LOC120054939	120054939	protein_coding	NC_052316.1	28814386	28851074	-	0	UDP-N-acetylhexosamine pyrophosphorylase-like	2	1	1	0	GO:0003977|GO:0006048
gene-LOC120054290	ptg000017l	943472	958845	+	LOC120054290	120054290	protein_coding	NC_052316.1	28759232	28774597	-	0	discoidin domain-containing receptor 2-like	9	4	3	2	GO:0005518|GO:0005524|GO:0006468|GO:0007169|GO:0007275|GO:0016020|GO:0033674|GO:0038062|GO:0043235
gene-LOC120054938_1	ptg000017l	966505	976167	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120054935	ptg000017l	991191	1036743	+	LOC120054935	120054935	protein_coding	NC_052316.1	28681307	28726865	-	0	nucleoprotein TPR-like	4	2	1	1	GO:0005643|GO:0006406|GO:0006606|GO:0017056
gene-prg4b	ptg000017l	1036204	1048747	-	prg4b	120054937	protein_coding	NC_052316.1	28669320	28681845	+	1	proteoglycan 4b	5	1	2	2	GO:0005044|GO:0005615|GO:0006955|GO:0030247|GO:0062023
gene-LOC120054289	ptg000017l	1068119	1097750	+	LOC120054289	120054289	protein_coding	NC_052316.1	28620274	28650013	-	0	capping protein, Arp2/3 and myosin-I linker protein 3-like	4	2	0	2	GO:0005886|GO:0016477|GO:0030027|GO:0034315
gene-LOC120058898_3	ptg000017l	1099099	1100633	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120048240_5	ptg000017l	1099509	1100344	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120063564_8	ptg000018l	100800	101427	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120063518_9	ptg000018l	130722	132448	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120063503_8	ptg000018l	164732	165334	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120063541_5	ptg000018l	165779	166877	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120063557_3	ptg000018l	170764	172098	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120063461_4	ptg000018l	179077	179630	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120063526_4	ptg000018l	180199	181120	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120017748	ptg000020l	3114	19506	+	LOC120017748	120017748	protein_coding	NC_052328.1	30194576	30212990	+	0	cysteine-rich protein 2-like	0	0	0	0	NA
gene-LOC120017838	ptg000020l	22174	27094	-	LOC120017838	120017838	protein_coding	NC_052328.1	30216039	30220898	-	0	solute carrier family 22 member 7-like	3	1	1	1	GO:0016020|GO:0022857|GO:0055085
gene-LOC120017750	ptg000020l	55662	64826	+	LOC120017750	120017750	protein_coding	NC_052328.1	30244719	30253974	+	0	voltage-dependent anion-selective channel protein 2-like	3	1	1	1	GO:0005741|GO:0008308|GO:0098656
gene-LOC120017752_1	ptg000020l	77258	82354	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120017754	ptg000020l	83748	95378	-	LOC120017754	120017754	protein_coding	NC_052328.1	30274933	30286451	-	0	catechol O-methyltransferase domain-containing protein 1-like	2	0	2	0	GO:0008171|GO:0008757
gene-LOC120017839	ptg000020l	101465	109533	-	LOC120017839	120017839	protein_coding	NC_052328.1	30319888	30327996	-	0	neurofilament heavy polypeptide-like	6	1	1	4	GO:0005200|GO:0005737|GO:0005882|GO:0030424|GO:0033693|GO:0099160
gene-LOC120017759	ptg000020l	110927	122726	-	LOC120017759	120017759	protein_coding	NC_052328.1	30356555	30364617	-	0	catechol O-methyltransferase domain-containing protein 1-like	2	0	2	0	GO:0008171|GO:0008757
gene-LOC120017841	ptg000020l	134263	135175	-	LOC120017841	120017841	protein_coding	NC_052328.1	30352522	30353433	-	0	neurofilament medium polypeptide-like	6	1	1	4	GO:0005200|GO:0005737|GO:0005882|GO:0030424|GO:0033693|GO:0099160
gene-LOC120017755_1	ptg000020l	138359	151531	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120017753_1	ptg000020l	161150	163479	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120045929	ptg000021l	71	104386	+	LOC120045929	120045929	protein_coding	NC_052310.1	56002965	56198715	+	0	dystonin-like	13	4	3	6	GO:0005198|GO:0005509|GO:0005737|GO:0005856|GO:0005882|GO:0005925|GO:0008017|GO:0016020|GO:0030056|GO:0031122|GO:0031581|GO:0042060|GO:0045104
