gene_id	eco_chrom	eco_start	eco_end	eco_strand	symbol	geneid	biotype	chrom	start	end	strand	is_named	product	n_go	go_bp	go_mf	go_cc	go_terms
gene-mtrfr	ptg000011l	671998	678832	-	mtrfr	120062994	protein_coding	NC_052324.1	1359080	1365913	-	1	mitochondrial translation release factor in rescue	3	1	1	1	GO:0003747|GO:0005739|GO:0006415
gene-LOC120063495	ptg000011l	755399	796208	+	LOC120063495	120063495	protein_coding	NC_052324.1	1436223	1477051	+	0	membrane-associated phosphatidylinositol transfer protein 2-like	7	1	5	1	GO:0005737|GO:0008525|GO:0008526|GO:0015914|GO:0031210|GO:0035091|GO:0046872
gene-arl6ip4	ptg000011l	803257	805233	-	arl6ip4	120062995	protein_coding	NC_052324.1	1484101	1486076	-	1	ADP-ribosylation factor-like 6 interacting protein 4	0	0	0	0	NA
gene-mthfd2	ptg000011l	805583	812150	-	mthfd2	120062996	protein_coding	NC_052324.1	1486427	1492993	-	1	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase	5	1	3	1	GO:0004477|GO:0004487|GO:0004488|GO:0005739|GO:0035999
gene-mob1a	ptg000011l	812785	830349	+	mob1a	120062998	protein_coding	NC_052324.1	1493629	1509739	+	1	MOB kinase activator 1A	5	2	1	2	GO:0001934|GO:0005634|GO:0005737|GO:0030295|GO:0035329
gene-LOC120062997	ptg000011l	831362	838210	+	LOC120062997	120062997	protein_coding	NC_052324.1	1510753	1517600	+	0	TRAF-type zinc finger domain-containing protein 1-like	1	0	1	0	GO:0008270
gene-LOC120062999	ptg000011l	873493	921979	+	LOC120062999	120062999	protein_coding	NC_052324.1	1552877	1601259	+	0	smoothelin-like	4	1	1	2	GO:0005515|GO:0005815|GO:0030036|GO:0031941
gene-selenom	ptg000011l	923658	929324	-	selenom	120063000	protein_coding	NC_052324.1	1602939	1608608	-	1	selenoprotein M	2	0	1	1	GO:0005788|GO:0016491
gene-LOC120063497	ptg000011l	947743	961978	+	LOC120063497	120063497	protein_coding	NC_052324.1	1627027	1641269	+	0	phosphatidylinositol 4,5-bisphosphate 5-phosphatase A-like	7	2	2	3	GO:0001726|GO:0004439|GO:0005737|GO:0005886|GO:0033137|GO:0034485|GO:0046856
gene-LOC120063001	ptg000011l	979408	984850	+	LOC120063001	120063001	protein_coding	NC_052324.1	1658705	1664145	+	0	S-adenosylmethionine synthase	5	1	2	2	GO:0004478|GO:0005524|GO:0005829|GO:0006556|GO:0048269
gene-LOC120062655	ptg000011l	1002118	1007689	-	LOC120062655	120062655	protein_coding	NC_052324.1	1681420	1686989	-	0	UPF0561 protein C2orf68 homolog	0	0	0	0	NA
gene-LOC120063002	ptg000011l	1007941	1013072	+	LOC120063002	120063002	protein_coding	NC_052324.1	1687242	1692372	+	0	U4/U6.U5 tri-snRNP-associated protein 2-like	5	3	2	0	GO:0000245|GO:0004843|GO:0006397|GO:0008270|GO:0016579
gene-LOC120063498	ptg000011l	1012752	1024997	-	LOC120063498	120063498	protein_coding	NC_052324.1	1692053	1704297	-	0	prosaposin-like	2	1	0	1	GO:0005764|GO:0006665
gene-LOC120062656	ptg000011l	1060263	1092780	+	LOC120062656	120062656	protein_coding	NC_052324.1	1739445	1771877	+	0	transcription factor COE2-like	3	1	2	0	GO:0000978|GO:0000981|GO:0006357
gene-LOC120063549_9	ptg000012l	24768	25672	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120063490_5	ptg000012l	26052	26566	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120063557_10	ptg000012l	56250	57626	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120063541_29	ptg000012l	61603	62720	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120063466_9	ptg000012l	63167	64205	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120063526_3	ptg000012l	91548	92486	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120063572	ptg000012l	93528	93957	+	LOC120063572	120063572	lncRNA	NC_052308.1	43121637	43122065	+	0	uncharacterized LOC120063572	0	0	0	0	NA
gene-LOC120063595_3	ptg000012l	108346	108751	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120063557_16	ptg000012l	116445	117829	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120063541	ptg000012l	121708	122851	+	LOC120063541	120063541	lncRNA	NC_052308.1	43091748	43092890	+	0	uncharacterized LOC120063541	0	0	0	0	NA
gene-LOC120063503_1	ptg000012l	123296	123898	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120063549_10	ptg000012l	151758	152656	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120063461	ptg000012l	153060	153612	+	LOC120063461	120063461	lncRNA	NC_052308.1	43077867	43078418	+	0	uncharacterized LOC120063461	0	0	0	0	NA
gene-LOC120063518_3	ptg000012l	198106	199835	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120063541_20	ptg000012l	223736	224879	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120063564_6	ptg000012l	225302	225916	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120021818	ptg000012l	254219	303413	-	LOC120021818	120021818	protein_coding	NC_052308.1	43392833	43443620	-	0	voltage-dependent calcium channel subunit alpha-2/delta-3-like	2	0	1	1	GO:0005245|GO:0005891
gene-LOC120063162	ptg000012l	316171	417112	-	LOC120063162	120063162	protein_coding	NC_052308.1	43456365	43557717	-	0	voltage-dependent L-type calcium channel subunit alpha-1D-like	4	1	1	2	GO:0005891|GO:0008331|GO:0016020|GO:0098703
gene-LOC120026113	ptg000012l	482687	509414	+	LOC120026113	120026113	protein_coding	NC_052308.1	43623423	43650136	+	0	transketolase-like	6	2	2	2	GO:0004802|GO:0005789|GO:0009052|GO:0030976|GO:0046390|GO:0070062
gene-LOC120026121	ptg000012l	510852	512191	-	LOC120026121	120026121	lncRNA	NC_052308.1	43651575	43652913	-	0	uncharacterized LOC120026121	0	0	0	0	NA
gene-LOC120026129	ptg000012l	512777	513450	-	LOC120026129	120026129	lncRNA	NC_052308.1	43653500	43654172	-	0	uncharacterized LOC120026129	0	0	0	0	NA
gene-bicd2	ptg000012l	533587	591066	+	bicd2	120063607	protein_coding	NC_052308.1	43674337	43730038	+	1	bicaudal D homolog 2 (Drosophila)	8	3	3	2	GO:0005794|GO:0005829|GO:0008093|GO:0033365|GO:0034452|GO:0070507|GO:0070840|GO:0072393
gene-card19	ptg000012l	591647	601117	+	card19	120063623	protein_coding	NC_052308.1	43730620	43740082	+	1	caspase recruitment domain family, member 19	1	0	0	1	GO:0005739
gene-LOC120063639	ptg000012l	601925	613782	-	LOC120063639	120063639	protein_coding	NC_052308.1	43740891	43752800	-	0	ninjurin-1-like	3	2	0	1	GO:0007155|GO:0016020|GO:0042246
gene-LOC120021828	ptg000012l	618085	674521	+	LOC120021828	120021828	protein_coding	NC_052308.1	43757104	43813533	+	0	serine/threonine-protein kinase WNK2-like	12	6	4	2	GO:0004674|GO:0005524|GO:0005737|GO:0005829|GO:0006468|GO:0010766|GO:0019869|GO:0019870|GO:0035556|GO:0050801|GO:1903288|GO:2000651
gene-LOC120063665	ptg000012l	693673	717105	+	LOC120063665	120063665	protein_coding	NC_052308.1	43832660	43856147	+	0	inter-alpha-trypsin inhibitor heavy chain H3-like	0	0	0	0	NA
gene-LOC120063676	ptg000012l	718065	727049	+	LOC120063676	120063676	protein_coding	NC_052308.1	43857114	43866107	+	0	interleukin-17 receptor C-like	1	0	1	0	GO:0030368
gene-LOC120063706	ptg000012l	729006	747484	+	LOC120063706	120063706	protein_coding	NC_052308.1	43868059	43886520	+	0	protein disulfide isomerase Creld1	1	0	1	0	GO:0005509
gene-LOC120026136	ptg000012l	760224	770878	-	LOC120026136	120026136	protein_coding	NC_052308.1	43899720	43910364	-	0	uncharacterized LOC120026136	0	0	0	0	NA
gene-LOC120026154	ptg000012l	1002627	1005886	+	LOC120026154	120026154	lncRNA	NC_052308.1	44126367	44129624	+	0	uncharacterized LOC120026154	0	0	0	0	NA
gene-LOC120028184_1	ptg000012l	1047928	1048684	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120028184	ptg000012l	1124993	1125771	-	LOC120028184	120028184	lncRNA	NC_052308.1	44247133	44247910	-	0	uncharacterized LOC120028184	0	0	0	0	NA
gene-erc2	ptg000012l	1187723	1248367	-	erc2	120026169	protein_coding	NC_052308.1	44328892	44389548	-	1	ELKS/RAB6-interacting/CAST family member 2	5	3	1	1	GO:0007274|GO:0048167|GO:0048788|GO:0048790|GO:0098882
gene-bsnb	ptg000012l	1305247	1420884	-	bsnb	120021838	protein_coding	NC_052308.1	44447617	44564518	-	1	bassoon (presynaptic cytomatrix protein) b	8	2	2	4	GO:0030424|GO:0035418|GO:0046872|GO:0048788|GO:0098882|GO:0098978|GO:0098982|GO:1904071
gene-LOC120063723	ptg000012l	1425009	1437943	-	LOC120063723	120063723	protein_coding	NC_052308.1	44568644	44581563	-	0	ubiquitin carboxyl-terminal hydrolase BAP1-like	4	2	1	1	GO:0004843|GO:0005737|GO:0006511|GO:0016579
gene-LOC120063736	ptg000012l	1442591	1478895	+	LOC120063736	120063736	protein_coding	NC_052308.1	44586212	44622518	+	0	helicase ARIP4-like	4	0	3	1	GO:0005524|GO:0005634|GO:0016887|GO:0140658
gene-LOC120026186	ptg000012l	1482625	1484996	-	LOC120026186	120026186	protein_coding	NC_052308.1	44626249	44628619	-	0	cytochrome b561 domain-containing protein 2	2	0	1	1	GO:0005783|GO:0140575
gene-rassf1	ptg000012l	1491694	1501557	+	rassf1	120063746	protein_coding	NC_052308.1	44635319	44645167	+	1	Ras association domain family member 1	3	1	0	2	GO:0005634|GO:0007265|GO:0015630
gene-LOC120063764	ptg000012l	1501732	1505440	+	LOC120063764	120063764	protein_coding	NC_052308.1	44645343	44649050	+	0	tumor suppressor candidate 2-like	3	2	0	1	GO:0005739|GO:0006954|GO:0051881
gene-LOC120063780	ptg000012l	1515299	1525707	+	LOC120063780	120063780	protein_coding	NC_052308.1	44658905	44669318	+	0	hyaluronidase-2-like	4	2	2	0	GO:0004415|GO:0005975|GO:0030214|GO:0033906
gene-LOC120063790	ptg000012l	1528184	1533108	-	LOC120063790	120063790	protein_coding	NC_052308.1	44671812	44676735	-	0	zinc finger protein 709-like	4	1	2	1	GO:0000977|GO:0000981|GO:0005634|GO:0006357
gene-LOC120063796	ptg000012l	1532604	1540539	+	LOC120063796	120063796	lncRNA	NC_052308.1	44676232	44684166	+	0	uncharacterized LOC120063796	0	0	0	0	NA
gene-LOC120063802	ptg000012l	1540900	1555243	+	LOC120063802	120063802	protein_coding	NC_052308.1	44684528	44698892	+	0	aminoacylase-1-like	3	1	1	1	GO:0004046|GO:0005737|GO:0006520
gene-LOC120026196	ptg000012l	1591649	1604046	-	LOC120026196	120026196	protein_coding	NC_052308.1	44736378	44743427	-	0	interferon-induced protein 44-like	0	0	0	0	NA
gene-LOC120021849	ptg000012l	1606615	1650272	+	LOC120021849	120021849	protein_coding	NC_052308.1	44745997	44789407	+	0	voltage-dependent calcium channel subunit alpha-2/delta-2-like	2	0	1	1	GO:0005245|GO:0005891
gene-LOC120021870_1	ptg000012l	1679102	1680213	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120026206_1	ptg000012l	1729972	1751386	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120026216_1	ptg000012l	1808911	1817176	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-aqp7_1	ptg000012l	1833180	1849360	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-tpgs2_1	ptg000012l	1848216	1856576	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120063835_1	ptg000012l	1875491	1889950	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120063861_1	ptg000012l	1917485	1922801	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120028503_1	ptg000012l	1920127	1920252	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120028418_1	ptg000012l	1921752	1921819	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120063844_1	ptg000012l	1923574	1957874	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120063526_4	ptg000013l	3868	4806	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120063572_2	ptg000013l	5848	6277	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120063595_2	ptg000013l	20673	21078	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120063557_17	ptg000013l	28772	30156	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120063541_5	ptg000013l	34034	35177	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120063503_2	ptg000013l	35622	36220	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120063526_1	ptg000013l	61983	62921	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120063595	ptg000013l	63963	64368	+	LOC120063595	120063595	lncRNA	NC_052308.1	43048272	43048676	+	0	uncharacterized LOC120063595	0	0	0	0	NA
gene-LOC120063466	ptg000013l	64484	65532	+	LOC120063466	120063466	lncRNA	NC_052308.1	43048793	43049848	+	0	uncharacterized LOC120063466	0	0	0	0	NA
gene-LOC120021779	ptg000013l	77791	81312	-	LOC120021779	120021779	protein_coding	NC_052308.1	43062104	43065625	-	0	protein B4-like	3	1	1	1	GO:0000786|GO:0003677|GO:0006334
gene-LOC120063549_12	ptg000013l	92246	93146	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120063461_2	ptg000013l	93550	94102	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120063557_14	ptg000013l	102168	103552	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120063541_3	ptg000013l	107432	108575	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120063503_3	ptg000013l	109020	109624	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120063549_2	ptg000013l	135816	136718	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120063490_3	ptg000013l	137106	137620	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120063557_5	ptg000013l	144703	146037	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120063541_7	ptg000013l	149924	151022	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120063503_7	ptg000013l	151467	152069	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120063518_6	ptg000013l	184348	186066	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120063572_3	ptg000013l	210248	210677	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120063557_3	ptg000013l	217795	219138	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120063587_2	ptg000013l	224608	225191	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120063473	ptg000013l	252910	263748	+	LOC120063473	120063473	lncRNA	NC_052308.1	43278521	43289358	+	0	uncharacterized LOC120063473	0	0	0	0	NA
gene-LOC120063549	ptg000013l	284771	285672	+	LOC120063549	120063549	lncRNA	NC_052308.1	43310382	43311282	+	0	uncharacterized LOC120063549	0	0	0	0	NA
gene-LOC120063490	ptg000013l	286056	286571	+	LOC120063490	120063490	lncRNA	NC_052308.1	43311667	43312181	+	0	uncharacterized LOC120063490	0	0	0	0	NA
gene-LOC120063564_5	ptg000013l	299955	300559	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120021806	ptg000013l	300032	313304	-	LOC120021806	120021806	protein_coding	NC_052308.1	43325643	43338935	-	0	histone H1-beta, late embryonic-like	3	1	1	1	GO:0000786|GO:0003677|GO:0006334
gene-LOC120063478	ptg000013l	325145	326545	+	LOC120063478	120063478	lncRNA	NC_052308.1	43348111	43349510	+	0	uncharacterized LOC120063478	0	0	0	0	NA
gene-LOC120063458	ptg000013l	326741	341306	+	LOC120063458	120063458	lncRNA	NC_052308.1	43349707	43364271	+	0	uncharacterized LOC120063458	0	0	0	0	NA
gene-LOC120063466_11	ptg000013l	341427	342459	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120063526_5	ptg000013l	355343	356266	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120063461_5	ptg000013l	356835	357388	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120063557_4	ptg000013l	364367	365701	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120063541_2	ptg000013l	369588	370731	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120063503_6	ptg000013l	371176	371780	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120048555	ptg000014l	22867	64867	+	LOC120048555	120048555	protein_coding	NC_052311.1	59366063	59408062	-	0	suppressor of tumorigenicity 14 protein homolog	4	2	2	0	GO:0004252|GO:0005515|GO:0006508|GO:0007340
gene-LOC120048549	ptg000014l	70643	117538	-	LOC120048549	120048549	protein_coding	NC_052311.1	59313513	59360287	+	0	kin of IRRE-like protein 3	3	1	1	1	GO:0005911|GO:0050839|GO:0098609
gene-LOC120059834_7	ptg000014l	95679	96585	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-nphs1	ptg000014l	131065	272518	+	nphs1	120047219	protein_coding	NC_052311.1	59161831	59300002	-	1	NPHS1 adhesion molecule, nephrin	3	1	1	1	GO:0005911|GO:0050839|GO:0098609
gene-LOC120047695	ptg000014l	281266	298027	+	LOC120047695	120047695	protein_coding	NC_052311.1	59136327	59153087	-	0	intercellular adhesion molecule 1-like	5	2	2	1	GO:0005178|GO:0016020|GO:0043269|GO:0098609|GO:0099106
gene-LOC120048548	ptg000014l	368586	383859	+	LOC120048548	120048548	protein_coding	NC_052311.1	59050562	59065838	-	0	sodium/potassium-transporting ATPase subunit gamma-like	3	1	1	1	GO:0016020|GO:0017080|GO:2000649
gene-LOC120047218	ptg000014l	390057	397020	-	LOC120047218	120047218	protein_coding	NC_052311.1	59037401	59044363	+	0	NF-kappa-B inhibitor delta-like	3	1	1	1	GO:0005515|GO:0005634|GO:0010468
gene-LOC120047694	ptg000014l	414757	418244	+	LOC120047694	120047694	protein_coding	NC_052311.1	59016164	59019650	-	0	TYRO protein tyrosine kinase-binding protein-like	9	7	1	1	GO:0002282|GO:0002283|GO:0005102|GO:0009986|GO:0030889|GO:0032816|GO:0032911|GO:0034241|GO:1904151
gene-LOC120035360	ptg000016l	31317	33503	-	LOC120035360	120035360	protein_coding	NW_024057720.1	54647	56832	+	0	scavenger receptor cysteine-rich type 1 protein M130-like	1	0	0	1	GO:0016020
gene-LOC120017756	ptg000017l	5266	15411	+	LOC120017756	120017756	protein_coding	NC_052328.1	30381990	30392134	-	0	catechol O-methyltransferase domain-containing protein 1-like	2	0	2	0	GO:0008171|GO:0008757
gene-LOC120017753	ptg000017l	18670	21186	+	LOC120017753	120017753	protein_coding	NC_052328.1	30376215	30378730	-	0	neurofilament medium polypeptide-like	6	1	1	4	GO:0005200|GO:0005737|GO:0005882|GO:0030424|GO:0033693|GO:0099160
gene-LOC120017754	ptg000017l	32792	44421	+	LOC120017754	120017754	protein_coding	NC_052328.1	30274933	30286451	-	0	catechol O-methyltransferase domain-containing protein 1-like	2	0	2	0	GO:0008171|GO:0008757
gene-LOC120017751	ptg000017l	45815	53480	+	LOC120017751	120017751	protein_coding	NC_052328.1	30265790	30273538	-	0	neurofilament heavy polypeptide-like	6	1	1	4	GO:0005200|GO:0005737|GO:0005882|GO:0030424|GO:0033693|GO:0099160
gene-LOC120017750	ptg000017l	63469	72545	-	LOC120017750	120017750	protein_coding	NC_052328.1	30244719	30253974	+	0	voltage-dependent anion-selective channel protein 2-like	3	1	1	1	GO:0005741|GO:0008308|GO:0098656
gene-LOC120017838	ptg000017l	101113	106033	+	LOC120017838	120017838	protein_coding	NC_052328.1	30216039	30220898	-	0	solute carrier family 22 member 7-like	3	1	1	1	GO:0016020|GO:0022857|GO:0055085
gene-LOC120017748	ptg000017l	108693	125078	-	LOC120017748	120017748	protein_coding	NC_052328.1	30194576	30212990	+	0	cysteine-rich protein 2-like	0	0	0	0	NA
gene-LOC120017837	ptg000017l	269758	337925	-	LOC120017837	120017837	protein_coding	NC_052328.1	29970894	30070157	+	0	potassium voltage-gated channel subfamily H member 1-like	4	2	1	1	GO:0005251|GO:0016020|GO:0042391|GO:0071805
gene-LOC120063733	ptg000018l	112772	123055	-	LOC120063733	120063733	protein_coding	NC_052325.1	9833898	9844296	+	0	endoplasmic reticulum junction formation protein lunapark-A-like	2	1	0	1	GO:0071782|GO:0071786
gene-LOC120063886	ptg000018l	152290	154764	-	LOC120063886	120063886	protein_coding	NC_052325.1	9801189	9803662	+	0	homeobox even-skipped homolog protein 2-like	4	1	2	1	GO:0000978|GO:0000981|GO:0005634|GO:0006357
gene-LOC120063731	ptg000018l	170765	171909	+	LOC120063731	120063731	protein_coding	NC_052325.1	9784630	9785773	-	0	homeobox protein Hox-D12a-like	3	1	2	0	GO:0000981|GO:0006355|GO:1990837
gene-LOC120063732	ptg000018l	177731	179332	+	LOC120063732	120063732	protein_coding	NC_052325.1	9777133	9778733	-	0	homeobox protein Hox-D11a-like	5	2	2	1	GO:0000978|GO:0000981|GO:0005634|GO:0006357|GO:0048856
gene-LOC120063730	ptg000018l	183663	185522	+	LOC120063730	120063730	protein_coding	NC_052325.1	9770943	9772801	-	0	homeobox protein Hox-D10a-like	4	1	2	1	GO:0000978|GO:0000981|GO:0005634|GO:0006357
gene-LOC120063729	ptg000018l	188832	190292	+	LOC120063729	120063729	protein_coding	NC_052325.1	9766177	9767636	-	0	homeobox protein Hox-D9a-like	8	5	2	1	GO:0000978|GO:0000981|GO:0005634|GO:0006351|GO:0006357|GO:0009952|GO:0009954|GO:0048704
gene-LOC120063728	ptg000018l	202596	204041	+	LOC120063728	120063728	protein_coding	NC_052325.1	9752388	9753832	-	0	homeobox protein Hox-D4a-like	6	3	2	1	GO:0000978|GO:0000981|GO:0005634|GO:0006357|GO:0009952|GO:0048704
gene-LOC120063727	ptg000018l	212875	214709	+	LOC120063727	120063727	protein_coding	NC_052325.1	9741720	9743553	-	0	homeobox protein Hox-D3a-like	4	1	2	1	GO:0000978|GO:0000981|GO:0005634|GO:0006357
gene-LOC120064129	ptg000018l	514364	518152	+	LOC120064129	120064129	protein_coding	NC_052325.1	9476141	9479916	-	0	heterogeneous nuclear ribonucleoprotein A3-like	1	0	1	0	GO:0003723
gene-LOC120064128	ptg000018l	521058	534131	-	LOC120064128	120064128	protein_coding	NC_052325.1	9460582	9473234	+	0	nuclear factor erythroid 2-related factor 2-like	5	2	2	1	GO:0000978|GO:0000981|GO:0005634|GO:0006357|GO:0034599
gene-LOC120064126	ptg000018l	557498	592532	+	LOC120064126	120064126	protein_coding	NC_052325.1	9401663	9437213	-	0	alkyldihydroxyacetonephosphate synthase, peroxisomal-like	3	1	2	0	GO:0008609|GO:0008610|GO:0071949
gene-LOC120064125	ptg000018l	622421	625874	-	LOC120064125	120064125	protein_coding	NC_052325.1	9369462	9372859	+	0	cytochrome c	6	3	2	1	GO:0005758|GO:0006122|GO:0006123|GO:0009055|GO:0020037|GO:0043280
gene-rbm45	ptg000018l	631009	635274	+	rbm45	120063726	protein_coding	NC_052325.1	9360061	9364326	-	1	RNA binding motif protein 45	1	0	1	0	GO:0003723
gene-LOC120063684	ptg000018l	692842	740807	+	LOC120063684	120063684	protein_coding	NC_052325.1	9253083	9299959	-	0	oxysterol-binding protein-related protein 6-like	6	0	2	4	GO:0005829|GO:0005886|GO:0015248|GO:0015485|GO:0043231|GO:0097038
gene-LOC120064124_1	ptg000018l	744713	747275	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
