gene_id	symbol	product	copies_lean	copies_siscowet	n_go
gene-LOC120017878	LOC120017878	uncharacterized LOC120017878	4	1	0
gene-LOC120017879	LOC120017879	uncharacterized LOC120017879	1	1	0
gene-LOC120017881	LOC120017881	histone H2A	1	3	4
gene-LOC120017885	LOC120017885	uncharacterized LOC120017885	1	2	0
gene-LOC120017886	LOC120017886	uncharacterized LOC120017886	1	1	0
gene-LOC120017887	LOC120017887	actin-binding LIM protein 1-like	1	1	6
gene-LOC120017888	LOC120017888	trichohyalin-like	1	1	0
gene-LOC120017890	LOC120017890	androgen-dependent TFPI-regulating protein	1	1	2
gene-LOC120017894	LOC120017894	tripartite motif-containing protein 35-like	1	1	2
gene-LOC120017895	LOC120017895	DENN domain-containing protein 10-like	1	1	5
gene-LOC120017896	LOC120017896	poly(rC)-binding protein 3-like	1	1	5
gene-LOC120017897	LOC120017897	DNA-binding protein Ikaros-like	1	1	3
gene-LOC120017898	LOC120017898	fidgetin-like protein 1	1	1	3
gene-LOC120017899	LOC120017899	cytochrome P450 1B1-like	1	1	7
gene-LOC120017900	LOC120017900	histone H2B	1	2	4
gene-LOC120017901	LOC120017901	cdc42 effector protein 3-like	1	1	0
gene-LOC120017902	LOC120017902	uncharacterized LOC120017902	1	1	0
gene-LOC120017903	LOC120017903	vertebrate ancient opsin	1	1	4
gene-LOC120017904	LOC120017904	cysteine sulfinic acid decarboxylase-like	1	1	4
gene-LOC120017905	LOC120017905	placenta-specific protein 9-like	1	1	0
gene-LOC120017906	LOC120017906	hydroxycarboxylic acid receptor 2-like	1	1	3
gene-LOC120017908	LOC120017908	uncharacterized LOC120017908	1	2	1
gene-LOC120017911	LOC120017911	histone H2B	4	8	4
gene-LOC120017911_1			1	1	0
gene-LOC120017911_2			1	1	0
gene-LOC120017911_3			1	1	0
gene-LOC120017912	LOC120017912	melanopsin-A-like	1	1	4
gene-LOC120017914	LOC120017914	steroid 17-alpha-hydroxylase/17,20 lyase	1	1	6
gene-LOC120017917	LOC120017917	RING finger protein 122-like	1	1	0
gene-LOC120017918	LOC120017918	pituitary homeobox 3	1	1	5
gene-LOC120017919	LOC120017919	heat shock 70 kDa protein 12A-like	1	1	0
gene-LOC120017920	LOC120017920	uncharacterized LOC120017920	1	1	0
gene-LOC120017921	LOC120017921	KAT8 regulatory NSL complex subunit 3-like	1	1	5
gene-LOC120017924	LOC120017924	uncharacterized LOC120017924	1	1	2
gene-LOC120017929	LOC120017929	polymeric immunoglobulin receptor-like	1	1	0
gene-LOC120017930	LOC120017930	regulating synaptic membrane exocytosis protein 1-like	1	1	8
gene-LOC120017931	LOC120017931	interferon-induced protein with tetratricopeptide repeats 1-like	1	1	3
gene-LOC120017932	LOC120017932	histone H1	2	7	4
gene-LOC120017932_1			1	1	0
gene-LOC120017933	LOC120017933	inositol 1,4,5-trisphosphate receptor-interacting protein-like	1	1	1
gene-LOC120017934	LOC120017934	transcription factor COE3-like	1	1	3
gene-LOC120017936	LOC120017936	receptor-type tyrosine-protein phosphatase epsilon-like	1	1	2
gene-LOC120017937	LOC120017937	uncharacterized LOC120017937	1	1	0
gene-LOC120017938	LOC120017938	C-terminal-binding protein 2-like	1	1	3
gene-LOC120017940	LOC120017940	serine protease HTRA1A-like	1	1	7
gene-LOC120017942	LOC120017942	dnaJ homolog subfamily C member 9-like	1	1	3
gene-LOC120017943	LOC120017943	alpha-actinin-2	1	1	9
gene-LOC120017944	LOC120017944	ryanodine receptor 2-like	1	1	10
gene-LOC120017945	LOC120017945	regulator of G-protein signaling 7-like	1	1	3
gene-LOC120017946	LOC120017946	trichohyalin-like	1	1	0
gene-LOC120017947	LOC120017947	monocarboxylate transporter 9-like	1	1	3
gene-LOC120017949	LOC120017949	2-aminoethanethiol dioxygenase-like	1	1	2
gene-LOC120017950	LOC120017950	early growth response protein 2b-like	1	1	3
gene-LOC120017951	LOC120017951	histone H1-like	4	6	4
gene-LOC120017951_1			1	1	0
gene-LOC120017951_2			1	1	0
gene-LOC120017951_3			1	1	0
gene-LOC120017952	LOC120017952	probable E3 ubiquitin-protein ligase HECTD2	1	1	1
gene-LOC120017953	LOC120017953	polyribonucleotide nucleotidyltransferase 1, mitochondrial-like	1	1	7
gene-LOC120017955	LOC120017955	forkhead box protein G1-like	1	1	4
gene-LOC120017958	LOC120017958	heterogeneous nuclear ribonucleoprotein L-like	1	1	4
gene-LOC120017960	LOC120017960	uncharacterized LOC120017960	1	1	0
gene-LOC120017961	LOC120017961	histone H1-like	1	1	4
gene-LOC120017962	LOC120017962	uncharacterized LOC120017962	1	1	0
gene-LOC120017963	LOC120017963	protein Wnt-8b-like	1	1	8
gene-LOC120017964	LOC120017964	ribosomal protein 63, mitochondrial-like	1	1	3
gene-LOC120017966	LOC120017966	calcium-activated potassium channel subunit alpha-1-like	1	1	4
gene-LOC120017967	LOC120017967	NLR family CARD domain-containing protein 3-like	7	10	0
gene-LOC120017967_1			1	1	0
gene-LOC120017967_2			1	1	0
gene-LOC120017967_3			1	1	0
gene-LOC120017967_4			1	1	0
gene-LOC120017967_5			1	1	0
gene-LOC120017967_6			1	1	0
gene-LOC120017968	LOC120017968	EH domain-binding protein 1-like	1	1	0
gene-LOC120017972	LOC120017972	histone H3	3	8	4
gene-LOC120017972_1			1	1	0
gene-LOC120017972_2			1	1	0
gene-LOC120017973	LOC120017973	CMRF35-like molecule 5	1	1	2
gene-LOC120017975	LOC120017975	galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 2-like	1	1	4
gene-LOC120017977	LOC120017977	homeobox protein SIX2-like	1	1	5
gene-LOC120017978	LOC120017978	synuclein-like	1	1	7
gene-LOC120017979	LOC120017979	homeobox protein SIX3-like	1	1	7
gene-LOC120017981	LOC120017981	histone H2A	1	1	4
gene-LOC120017984	LOC120017984	uncharacterized LOC120017984	1	1	0
gene-LOC120017985	LOC120017985	uncharacterized LOC120017985	1	1	0
gene-LOC120017986	LOC120017986	cholesterol 25-hydroxylase-like protein	1	1	5
gene-LOC120017987	LOC120017987	D(1C) dopamine receptor	1	1	3
gene-LOC120017991	LOC120017991	small nucleolar RNA SNORA50	1	1	0
gene-LOC120017993	LOC120017993	5.8S ribosomal RNA	1	1	0
gene-LOC120017994	LOC120017994	U7 small nuclear RNA	1	1	0
gene-LOC120017995	LOC120017995	U7 small nuclear RNA	1	1	0
gene-LOC120017996	LOC120017996	small nucleolar RNA SNORA57	1	1	0
gene-LOC120018001	LOC120018001	V-set and transmembrane domain-containing protein 5	1	1	5
gene-LOC120018002	LOC120018002	calcium-binding protein 8	1	1	1
gene-LOC120018003	LOC120018003	uncharacterized LOC120018003	1	1	0
gene-LOC120018004	LOC120018004	uncharacterized LOC120018004	1	1	0
gene-LOC120018005	LOC120018005	WSC domain-containing protein 1-like	1	1	0
gene-LOC120018006	LOC120018006	immunoglobulin superfamily member 11-like	1	1	3
gene-LOC120018007	LOC120018007	histone H2A	1	8	4
gene-LOC120018008	LOC120018008	dual specificity protein phosphatase 14-like	1	1	3
gene-LOC120018009	LOC120018009	lysosomal amino acid transporter 1 homolog	1	1	0
gene-LOC120018011	LOC120018011	programmed cell death protein 10	1	1	5
gene-LOC120018012	LOC120018012	BRD4-interacting chromatin-remodeling complex-associated protein-like	1	1	4
gene-LOC120018013	LOC120018013	histone H2A	1	1	4
gene-LOC120018016	LOC120018016	high affinity cationic amino acid transporter 1-like	1	1	4
gene-LOC120018017	LOC120018017	lens fiber membrane intrinsic protein-like	1	1	2
gene-LOC120018018	LOC120018018	diacylglycerol O-acyltransferase 2-like	1	1	3
gene-LOC120018019	LOC120018019	thyroid hormone responsive	1	1	2
gene-LOC120018022	LOC120018022	histone H2A	1	1	4
gene-LOC120018023	LOC120018023	rho GTPase-activating protein 42	1	1	2
gene-LOC120018024	LOC120018024	rho GTPase-activating protein 42-like	1	1	3
gene-LOC120018026	LOC120018026	ras-related protein Rab-38-like	1	1	6
gene-LOC120018027	LOC120018027	extracellular calcium-sensing receptor-like	1	1	3
gene-LOC120018028	LOC120018028	extracellular calcium-sensing receptor-like	1	1	3
gene-LOC120018029	LOC120018029	extracellular calcium-sensing receptor-like	1	1	3
gene-LOC120018030	LOC120018030	extracellular calcium-sensing receptor-like	1	1	3
gene-LOC120018031	LOC120018031	GMP synthase [glutamine-hydrolyzing]	1	1	5
gene-LOC120018032	LOC120018032	acetyl-coenzyme A transporter 1-like	1	1	2
gene-LOC120018034	LOC120018034	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase eta-1-like	1	1	4
gene-LOC120018035	LOC120018035	protein CASP-like	1	1	0
gene-LOC120018039	LOC120018039	uncharacterized LOC120018039	1	1	5
gene-LOC120018041	LOC120018041	histone H2B	2	10	4
gene-LOC120018041_1			1	1	0
gene-LOC120018043	LOC120018043	SR-related and CTD-associated factor 4-like	1	1	4
gene-LOC120018044	LOC120018044	protein phosphatase 1D-like	1	1	6
gene-LOC120018045	LOC120018045	amyloid protein-binding protein 2-like	1	1	2
gene-LOC120018046	LOC120018046	uncharacterized LOC120018046	1	1	0
gene-LOC120018047	LOC120018047	fibroblast growth factor receptor homolog 1-like	1	1	7
gene-LOC120018048	LOC120018048	arylacetamide deacetylase-like	1	1	2
gene-LOC120018049	LOC120018049	BTB/POZ domain-containing adapter for CUL3-mediated RhoA degradation protein 2-like	1	1	7
gene-LOC120018051	LOC120018051	histone H2B	1	1	4
gene-LOC120018052	LOC120018052	intraflagellar transport protein 20 homolog	1	1	7
gene-LOC120018053	LOC120018053	uncharacterized LOC120018053	1	1	0
gene-LOC120018054	LOC120018054	kelch-like protein 24	1	1	2
gene-LOC120018057	LOC120018057	glutamate receptor 4-like	1	1	8
gene-LOC120018058	LOC120018058	histone H4	6	11	5
gene-LOC120018058_1			1	1	0
gene-LOC120018058_2			1	1	0
gene-LOC120018058_3			1	1	0
gene-LOC120018058_4			1	1	0
gene-LOC120018058_5			1	1	0
gene-LOC120018059	LOC120018059	gap junction delta-2 protein	1	1	2
gene-LOC120018060	LOC120018060	LIM/homeobox protein Lhx1	1	1	5
gene-LOC120018061	LOC120018061	T-lymphocyte activation antigen CD80-like	1	1	7
gene-LOC120018064	LOC120018064	cyclin-L1-like	1	1	3
gene-LOC120018065	LOC120018065	protein mono-ADP-ribosyltransferase TIPARP-like	1	1	2
gene-LOC120018066	LOC120018066	translocon-associated protein subunit gamma	1	2	3
gene-LOC120018067	LOC120018067	voltage-gated potassium channel subunit beta-1-like	1	1	12
gene-LOC120018068	LOC120018068	histone H4	3	10	5
gene-LOC120018068_1			1	1	0
gene-LOC120018068_2			1	1	0
gene-LOC120018070	LOC120018070	rho-related GTP-binding protein RhoG-like	1	1	14
gene-LOC120018071	LOC120018071	olfactory receptor 2AT4-like	1	1	4
gene-LOC120018074	LOC120018074	solute carrier family 25 member 36-A-like	1	1	4
gene-LOC120018075	LOC120018075	SPRY domain-containing SOCS box protein 4-like	1	1	4
gene-LOC120018076	LOC120018076	calphotin-like	1	1	0
gene-LOC120018078	LOC120018078	28S ribosomal protein S22, mitochondrial-like	1	1	2
gene-LOC120018079	LOC120018079	phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform-like	1	1	9
gene-LOC120018080	LOC120018080	calcium-binding protein 39	1	1	2
gene-LOC120018082	LOC120018082	leucine-rich repeat and fibronectin type III domain-containing protein 1-like protein	1	1	1
gene-LOC120018086	LOC120018086	heterogeneous nuclear ribonucleoprotein R-like	1	1	3
gene-LOC120018087	LOC120018087	von Willebrand factor A domain-containing protein 5A-like	1	1	0
gene-LOC120018088	LOC120018088	von Willebrand factor A domain-containing protein 5A-like	1	1	0
gene-LOC120018090	LOC120018090	von Willebrand factor A domain-containing protein 5A-like	1	1	0
gene-LOC120018092	LOC120018092	integrin-linked protein kinase	1	1	9
gene-LOC120018093	LOC120018093	amyloid-beta A4 precursor protein-binding family B member 1-like	1	1	5
gene-LOC120018096	LOC120018096	sacsin-like	1	1	1
gene-LOC120018097	LOC120018097	phenylalanine--tRNA ligase beta subunit-like	1	1	7
gene-LOC120018100	LOC120018100	insulin-like growth factor-binding protein complex acid labile subunit	1	1	2
gene-LOC120018101	LOC120018101	glia-derived nexin-like	1	1	4
gene-LOC120018103	LOC120018103	26S proteasome non-ATPase regulatory subunit 2	1	1	7
gene-LOC120018104	LOC120018104	eukaryotic translation initiation factor 4 gamma 1-like	1	1	4
gene-LOC120018105	LOC120018105	lysosomal alpha-mannosidase-like	1	1	4
gene-LOC120018106	LOC120018106	serine/threonine-protein kinase NLK-like	1	1	6
gene-LOC120018107	LOC120018107	nuclear fragile X mental retardation-interacting protein 2-like	1	1	4
gene-LOC120018108	LOC120018108	E3 ubiquitin-protein ligase TRIM17-like	1	1	0
gene-LOC120018109	LOC120018109	serpin H1-like	1	1	5
gene-LOC120018111	LOC120018111	glycerophosphodiester phosphodiesterase domain-containing protein 5-like	1	1	4
gene-LOC120018112	LOC120018112	heat shock 70 kDa protein 13-like	1	1	14
gene-LOC120018114	LOC120018114	solute carrier family 12 member 9-like	1	1	7
gene-LOC120018115	LOC120018115	A-kinase anchor protein 1, mitochondrial-like	1	1	1
gene-LOC120018116	LOC120018116	proteoglycan 4-like	1	1	0
gene-LOC120018117	LOC120018117	uncharacterized LOC120018117	1	1	1
gene-LOC120018118	LOC120018118	neurofibromin-like	1	1	1
gene-LOC120018119	LOC120018119	vascular endothelial zinc finger 1-like	1	1	4
gene-LOC120018120	LOC120018120	CUE domain-containing protein 1-like	1	1	1
gene-LOC120018121	LOC120018121	WD repeat and SOCS box-containing protein 1	1	1	2
gene-LOC120018122	LOC120018122	unconventional myosin-XVIIIa-like	1	1	4
gene-LOC120018123	LOC120018123	seizure protein 6 homolog	1	1	6
gene-LOC120018124	LOC120018124	tRNA (guanine(26)-N(2))-dimethyltransferase-like	1	1	5
gene-LOC120018125	LOC120018125	PHD finger protein 12-like	1	1	5
gene-LOC120018126	LOC120018126	dehydrogenase/reductase SDR family member 13-like	1	1	0
gene-LOC120018127	LOC120018127	dehydrogenase/reductase SDR family member 13-like	1	1	0
gene-LOC120018128	LOC120018128	serine/threonine-protein kinase ULK2-like	1	1	10
gene-LOC120018129	LOC120018129	tsukushin-like	1	1	3
gene-LOC120018132	LOC120018132	nucleus accumbens-associated protein 1-like	1	1	4
gene-LOC120018133	LOC120018133	2-hydroxyacyl-CoA lyase 2-like	1	1	7
gene-LOC120018134	LOC120018134	protein FAM118B-like	1	1	0
gene-LOC120018135	LOC120018135	signal recognition particle receptor subunit alpha-like	1	1	7
gene-LOC120018136	LOC120018136	CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 4-like	1	1	3
gene-LOC120018137	LOC120018137	Friend leukemia integration 1 transcription factor-like	1	1	5
gene-LOC120018139	LOC120018139	protein C-ets-1-like	1	1	5
gene-LOC120018140	LOC120018140	protein Aster-B-like	1	1	6
gene-LOC120018141	LOC120018141	vasodilator-stimulated phosphoprotein-like	1	1	6
gene-LOC120018142	LOC120018142	ATP-sensitive inward rectifier potassium channel 1-like	1	1	4
gene-LOC120018143	LOC120018143	clathrin heavy chain 1-like	1	1	12
gene-LOC120018145	LOC120018145	trafficking protein particle complex subunit 4-like	1	1	2
gene-LOC120018146	LOC120018146	40S ribosomal protein S25-like	1	1	2
gene-LOC120018147	LOC120018147	mitochondrial intermediate peptidase-like	1	1	4
gene-LOC120018148	LOC120018148	bromodomain and WD repeat-containing protein 3-like	1	1	5
gene-LOC120018149	LOC120018149	non-histone chromosomal protein HMG-14-like	1	1	3
gene-LOC120018150	LOC120018150	SH3 domain-binding glutamic acid-rich protein-like	1	1	1
gene-LOC120018152	LOC120018152	guided entry of tail-anchored proteins factor 1-like	1	1	1
gene-LOC120018153	LOC120018153	immunoglobulin superfamily member 5-like	1	1	1
gene-LOC120018154	LOC120018154	beta-secretase 2-like	1	1	6
gene-LOC120018155	LOC120018155	protein NPAT-like	1	1	4
gene-LOC120018156	LOC120018156	ribosomal protein S6 kinase beta-1-like	1	1	4
gene-LOC120018159	LOC120018159	vacuole membrane protein 1-like	1	1	5
gene-LOC120018160	LOC120018160	mediator of RNA polymerase II transcription subunit 13-like	1	1	3
gene-LOC120018161	LOC120018161	histone H4 transcription factor-like	1	1	4
gene-LOC120018162	LOC120018162	dual specificity tyrosine-phosphorylation-regulated kinase 1A-like	1	1	9
gene-LOC120018163	LOC120018163	CD166 antigen homolog	1	1	2
gene-LOC120018164	LOC120018164	phosphatidylinositol-binding clathrin assembly protein-like	1	1	11
gene-LOC120018165	LOC120018165	immediate early response gene 2 protein-like	1	1	0
gene-LOC120018166	LOC120018166	heat shock cognate 70 kDa protein-like	1	1	14
gene-LOC120018167	LOC120018167	roundabout homolog 2-like	1	1	2
gene-LOC120018168	LOC120018168	ATP-sensitive inward rectifier potassium channel 1-like	1	1	4
gene-LOC120018169	LOC120018169	endothelial cell-selective adhesion molecule-like	1	1	4
gene-LOC120018170	LOC120018170	kynurenine formamidase	1	1	2
gene-LOC120018171	LOC120018171	vacuolar protein sorting-associated protein 26B-like	1	1	4
gene-LOC120018173	LOC120018173	thymocyte nuclear protein 1-like	1	1	1
gene-LOC120018174	LOC120018174	rho GTPase-activating protein 32-like	1	1	9
gene-LOC120018175	LOC120018175	zinc finger and BTB domain-containing protein 16-A-like	1	1	5
gene-LOC120018176	LOC120018176	dixin-A-like	1	1	2
gene-LOC120018177	LOC120018177	uncharacterized LOC120018177	1	1	0
gene-LOC120018178	LOC120018178	suppressor of cytokine signaling 5-like	1	1	4
gene-LOC120018179	LOC120018179	protein Smaug homolog 2-like	1	1	7
gene-LOC120018180	LOC120018180	RNA polymerase II-associated factor 1 homolog	1	1	5
gene-LOC120018181	LOC120018181	glia maturation factor gamma-like	1	1	5
gene-LOC120018182	LOC120018182	serine/threonine-protein kinase TAO1	1	1	4
gene-LOC120018183	LOC120018183	hypermethylated in cancer 1 protein-like	1	1	5
gene-LOC120018185	LOC120018185	replication protein A 70 kDa DNA-binding subunit-like	1	1	10
gene-LOC120018186	LOC120018186	uncharacterized LOC120018186	1	1	0
gene-LOC120018187	LOC120018187	alpha-2-antiplasmin-like	1	1	4
gene-LOC120018188	LOC120018188	rRNA methyltransferase 3A, mitochondrial-like	1	1	3
gene-LOC120018189	LOC120018189	nucleoredoxin	1	1	1
gene-LOC120018190	LOC120018190	glyoxalase domain-containing protein 4-like	1	1	0
gene-LOC120018192	LOC120018192	serine/arginine-rich splicing factor 1B	1	1	4
gene-LOC120018193	LOC120018193	thymidine kinase, cytosolic-like	1	1	3
gene-LOC120018194	LOC120018194	hepatocyte nuclear factor 1-beta-A-like	1	1	8
gene-LOC120018195	LOC120018195	synergin gamma-like	1	1	2
gene-LOC120018196	LOC120018196	transcriptional adapter 2-alpha-like	1	1	9
gene-LOC120018197	LOC120018197	TNF receptor-associated factor 4-like	1	1	6
gene-LOC120018199	LOC120018199	dehydrogenase/reductase SDR family member 11-like	1	1	1
gene-LOC120018200	LOC120018200	carbonic anhydrase 4-like	1	1	3
gene-LOC120018201	LOC120018201	14-3-3 protein gamma-2	1	1	3
gene-LOC120018202	LOC120018202	mitochondrial uncoupling protein 2-like	1	1	6
gene-LOC120018203	LOC120018203	C2 domain-containing protein 3-like	1	1	4
gene-LOC120018204	LOC120018204	prolyl 4-hydroxylase subunit alpha-3-like	1	1	6
gene-LOC120018205	LOC120018205	diablo homolog, mitochondrial-like	1	1	4
gene-LOC120018206	LOC120018206	nectin-3-like protein	1	1	4
gene-LOC120018209	LOC120018209	protein FAM222B-like	1	1	0
gene-LOC120018211	LOC120018211	claudin-like protein ZF-A89	1	1	5
gene-LOC120018212	LOC120018212	claudin-4-like	1	1	5
gene-LOC120018213	LOC120018213	claudin-3-like	1	1	5
gene-LOC120018214	LOC120018214	claudin-3-like	1	1	5
gene-LOC120018215	LOC120018215	BICD family-like cargo adapter 1	1	1	2
gene-LOC120018216	LOC120018216	coiled-coil-helix-coiled-coil-helix domain-containing protein 2-like	1	1	5
gene-LOC120018217	LOC120018217	T-complex protein 1 subunit zeta-like	1	1	6
gene-LOC120018218	LOC120018218	phosphorylase b kinase gamma catalytic chain, skeletal muscle/heart isoform-like	1	1	6
gene-LOC120018219	LOC120018219	protein NipSnap homolog 2-like	1	2	1
gene-LOC120018220	LOC120018220	max-binding protein MNT-like	1	1	4
