gene_id	symbol	product	copies_siscowet	in_lean_unmapped	n_go
gene-LOC120024652_4			1		0
gene-LOC120024652_5			1		0
gene-LOC120024652_6			1		0
gene-LOC120024652_7			1		0
gene-LOC120024652_8			1		0
gene-LOC120024652_9			1		0
gene-LOC120024653_1			1		0
gene-LOC120024653_2			1		0
gene-LOC120024653_3			1		0
gene-LOC120024653_4			1		0
gene-LOC120024654_1			1		0
gene-LOC120024654_2			1		0
gene-LOC120024654_3			1		0
gene-LOC120024656_1			1		0
gene-LOC120024667_10			1		0
gene-LOC120024667_11			1		0
gene-LOC120024667_12			1		0
gene-LOC120024667_8			1		0
gene-LOC120024667_9			1		0
gene-LOC120024670_7			1		0
gene-LOC120024670_8			1		0
gene-LOC120024670_9			1		0
gene-LOC120024687	LOC120024687	ubiquitin carboxyl-terminal hydrolase 47-like	1	Y	5
gene-LOC120024696	LOC120024696	transient receptor potential cation channel subfamily M member 7-like	1	Y	9
gene-LOC120024698_1			1		0
gene-LOC120024700	LOC120024700	signal peptide peptidase-like 2A	1	Y	6
gene-LOC120024702	LOC120024702	guanine nucleotide-binding protein subunit beta-5b	1	Y	6
gene-LOC120024703_1			1		0
gene-LOC120024710	LOC120024710	uncharacterized LOC120024710	1	Y	0
gene-LOC120024711_1			1		0
gene-LOC120024722	LOC120024722	ras-related protein R-Ras2	1	Y	5
gene-LOC120024777	LOC120024777	E3 ubiquitin-protein ligase MARCHF3-like	1	Y	3
gene-LOC120024778	LOC120024778	gap junction delta-2 protein-like	1	Y	2
gene-LOC120024786	LOC120024786	epithelial splicing regulatory protein 2-like	1	Y	4
gene-LOC120024788	LOC120024788	protein RIC-3-like	1	Y	5
gene-LOC120024806	LOC120024806	synaptotagmin-7-like	1	Y	14
gene-LOC120024827	LOC120024827	plectin	1	Y	2
gene-LOC120024829	LOC120024829	copine-7-like	1	Y	3
gene-LOC120024832	LOC120024832	AMP deaminase 3-like	1	Y	4
gene-LOC120024840	LOC120024840	protein FAM189A1-like	1	Y	0
gene-LOC120024841	LOC120024841	immunoglobulin superfamily DCC subclass member 3-like	1	Y	5
gene-LOC120024859_1			1		0
gene-LOC120024861_1			1		0
gene-LOC120024866	LOC120024866	pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16-like	1	Y	5
gene-LOC120024878	LOC120024878	eukaryotic translation initiation factor 4 gamma 2-like	1	Y	4
gene-LOC120024879	LOC120024879	uncharacterized LOC120024879	1	Y	0
gene-LOC120024881_1			1		0
gene-LOC120024885	LOC120024885	ankyrin repeat domain-containing protein 11-like	1	Y	3
gene-LOC120024891	LOC120024891	coatomer subunit beta	1	Y	6
gene-LOC120024892	LOC120024892	transcriptional enhancer factor TEF-1-like	1	Y	6
gene-LOC120024896_1			1		0
gene-LOC120024897	LOC120024897	cGMP-inhibited 3',5'-cyclic phosphodiesterase B-like	1	Y	5
gene-LOC120024908_1			1		0
gene-LOC120024909	LOC120024909	tetranectin-like protein	1	Y	0
gene-LOC120024924_1			1		0
gene-LOC120024929	LOC120024929	protein GOLM2-like	1	Y	0
gene-LOC120024938	LOC120024938	cytochrome b5-like	1	Y	3
gene-LOC120024949	LOC120024949	26S proteasome non-ATPase regulatory subunit 7	1	Y	5
gene-LOC120024951	LOC120024951	myotubularin-related protein 13-like	1	Y	0
gene-LOC120024955	LOC120024955	F-actin-monooxygenase MICAL2-like	1	Y	2
gene-LOC120024956	LOC120024956	probable RNA polymerase II nuclear localization protein SLC7A6OS	1	Y	1
gene-LOC120024959	LOC120024959	lymphatic vessel endothelial hyaluronic acid receptor 1-like	1	Y	4
gene-LOC120024960	LOC120024960	solute carrier family 12 member 4-like	1	Y	8
gene-LOC120024969	LOC120024969	pro-adrenomedullin-like	1	Y	8
gene-LOC120024980	LOC120024980	pyruvate kinase PKM-like	1	Y	5
gene-LOC120024993	LOC120024993	ras association domain-containing protein 10-like	1	Y	1
gene-LOC120024994	LOC120024994	IST1 homolog	1	Y	1
gene-LOC120024997	LOC120024997	RNA polymerase-associated protein CTR9 homolog	1	Y	5
gene-LOC120025027	LOC120025027	AKT-interacting protein-like	1	Y	0
gene-LOC120025028	LOC120025028	beta,beta-carotene 15,15'-dioxygenase-like	1	Y	4
gene-LOC120025030_1			1		0
gene-LOC120025035	LOC120025035	lysine--tRNA ligase-like	1	Y	13
gene-LOC120025041	LOC120025041	CTD small phosphatase-like protein 2-B	1	Y	1
gene-LOC120025042	LOC120025042	inhibitory synaptic factor 1-like	1	Y	2
gene-LOC120025046	LOC120025046	protein mono-ADP-ribosyltransferase PARP6	1	Y	8
gene-LOC120025048	LOC120025048	amyloid-beta A4 precursor protein-binding family A member 2-like	1	Y	6
gene-LOC120025050	LOC120025050	adenosine receptor A3-like	1	Y	3
gene-LOC120025051	LOC120025051	dipeptidase 1-like	1	Y	2
gene-LOC120025058	LOC120025058	adhesion G-protein coupled receptor G5-like	1	Y	4
gene-LOC120025063	LOC120025063	teashirt homolog 3-like	1	Y	4
gene-LOC120025071_1			1		0
gene-LOC120025077_1			1		0
gene-LOC120025078_1			1		0
gene-LOC120025084_1			1		0
gene-LOC120025104_1			1		0
gene-LOC120025109	LOC120025109	semaphorin-7A-like	1	Y	15
gene-LOC120025128	LOC120025128	glycine cleavage system H protein, mitochondrial-like	1	Y	5
gene-LOC120025135	LOC120025135	adhesion G protein-coupled receptor G3-like	1	Y	4
gene-LOC120025151	LOC120025151	eukaryotic translation initiation factor 3 subunit J-A-like	1	Y	3
gene-LOC120025156	LOC120025156	Y+L amino acid transporter 2	1	Y	3
gene-LOC120025160	LOC120025160	methylmalonyl-CoA epimerase, mitochondrial-like	1	Y	3
gene-LOC120025169_1			1		0
gene-LOC120025173	LOC120025173	inositol 1,4,5-triphosphate receptor associated 1-like	1	Y	1
gene-LOC120025190	LOC120025190	CD59 glycoprotein-like	1	Y	0
gene-LOC120025195	LOC120025195	iroquois-class homeodomain protein irx-3-like	1	Y	6
gene-LOC120025207	LOC120025207	lamin-L(III)-like	1	Y	0
gene-LOC120025208	LOC120025208	alpha-parvin	1	Y	8
gene-LOC120025209	LOC120025209	aryl hydrocarbon receptor nuclear translocator-like protein 1	1	Y	9
gene-LOC120025210	LOC120025210	60S ribosomal protein L13	1	Y	5
gene-LOC120025211	LOC120025211	RNA-binding protein MEX3B-like	1	Y	1
gene-LOC120025225_1			1		0
gene-LOC120025230	LOC120025230	sulfotransferase 2B1-like	1	Y	3
gene-LOC120025233	LOC120025233	haptoglobin-like	1	Y	3
gene-LOC120025241	LOC120025241	paraplegin-like	1	Y	9
gene-LOC120025245	LOC120025245	synaptotagmin-13-like	1	Y	9
gene-LOC120025251	LOC120025251	UDP-glucuronosyltransferase 2A1-like	1	Y	1
gene-LOC120025258	LOC120025258	zinc finger protein 408-like	1	Y	2
gene-LOC120025259	LOC120025259	uncharacterized LOC120025259	1	Y	2
gene-LOC120025261	LOC120025261	prothrombin-like	1	Y	9
gene-LOC120025264	LOC120025264	dihydroorotate dehydrogenase (quinone), mitochondrial-like	1	Y	5
gene-LOC120025281_1			1		0
gene-LOC120025288	LOC120025288	proteasome subunit alpha type-1-like	1	Y	4
gene-LOC120025290	LOC120025290	probable C-mannosyltransferase DPY19L3	1	Y	3
gene-LOC120025291	LOC120025291	nuclear factor of activated T-cells 5-like	1	Y	7
gene-LOC120025317	LOC120025317	cartilage intermediate layer protein 1-like	1	Y	0
gene-LOC120025320	LOC120025320	coiled-coil domain-containing protein 102A-like	1	Y	1
gene-LOC120025327	LOC120025327	calcitonin-1	1	Y	3
gene-LOC120025336	LOC120025336	vitamin D 25-hydroxylase-like	1	Y	7
gene-LOC120025338_1			1		0
gene-LOC120025345_1			1		0
gene-LOC120025347	LOC120025347	polypeptide N-acetylgalactosaminyltransferase 18-like	1	Y	1
gene-LOC120025351	LOC120025351	cytochrome c oxidase subunit 5A, mitochondrial-like	1	Y	3
gene-LOC120025359	LOC120025359	tight junction protein ZO-1-like	1	Y	8
gene-LOC120025362	LOC120025362	synaptic vesicle membrane protein VAT-1 homolog-like	1	Y	2
gene-LOC120025363	LOC120025363	AT-rich interactive domain-containing protein 3B-like	1	Y	3
gene-LOC120025366	LOC120025366	trans-1,2-dihydrobenzene-1,2-diol dehydrogenase-like	1	Y	1
gene-LOC120025367	LOC120025367	zinc finger protein 507-like	1	Y	2
gene-LOC120025370_5			1		0
gene-LOC120025385	LOC120025385	receptor-interacting serine/threonine-protein kinase 2-like	2	Y	4
gene-LOC120025385_1			1		0
gene-LOC120025388	LOC120025388	receptor-interacting serine/threonine-protein kinase 2-like	1	Y	3
gene-LOC120025402	LOC120025402	small nucleolar RNA MBII-202	1	Y	0
gene-LOC120025403	LOC120025403	small nucleolar RNA MBII-202	1	Y	0
gene-LOC120025404	LOC120025404	small nucleolar RNA MBII-202	1	Y	0
gene-LOC120025430_1			1		0
gene-LOC120025448_1			1		0
gene-LOC120025450_1			1		0
gene-LOC120025509_1			1		0
gene-LOC120025542_1			1		0
gene-LOC120025545_1			1		0
gene-LOC120025609	LOC120025609	tetratricopeptide repeat protein 28-like	1	Y	1
gene-LOC120025642	LOC120025642	TOG array regulator of axonemal microtubules protein 2-like	1	Y	4
gene-LOC120025703_1			1		0
gene-LOC120025722_1			1		0
gene-LOC120025754	LOC120025754	actin-related protein 2/3 complex subunit 3-B	1	Y	5
gene-LOC120025759	LOC120025759	uncharacterized LOC120025759	1	Y	0
gene-LOC120025769_1			1		0
gene-LOC120025771_1			1		0
gene-LOC120025813_2			1		0
gene-LOC120025813_3			1		0
gene-LOC120025813_4			1		0
gene-LOC120025813_5			1		0
gene-LOC120025813_6			1		0
gene-LOC120025825_1			1		0
gene-LOC120025878	LOC120025878	GPN-loop GTPase 3-like	1	Y	1
gene-LOC120025929_1			1		0
gene-LOC120025932_1			1		0
gene-LOC120025972_1			1		0
gene-LOC120026067_3			1		0
gene-LOC120026150_1			1		0
gene-LOC120026151_1			1		0
gene-LOC120026196_1			1		0
gene-LOC120026206_1			1		0
gene-LOC120026216_1			1		0
gene-LOC120026238_1			1		0
gene-LOC120026316_1			1		0
gene-LOC120026316_2			1		0
gene-LOC120026345_8			1		0
gene-LOC120026418_1			1		0
gene-LOC120026428_1			1		0
gene-LOC120026437_1			1		0
gene-LOC120026442_1			1		0
gene-LOC120026454_1			1		0
gene-LOC120026463_1			1		0
gene-LOC120026473_2			1		0
gene-LOC120026501_1			1		0
gene-LOC120026514	LOC120026514	U2 spliceosomal RNA	1	Y	0
gene-LOC120026519	LOC120026519	U2 spliceosomal RNA	1	Y	0
gene-LOC120026526	LOC120026526	U5 spliceosomal RNA	1	Y	0
gene-LOC120026527	LOC120026527	U5 spliceosomal RNA	1	Y	0
gene-LOC120026528	LOC120026528	U5 spliceosomal RNA	1	Y	0
gene-LOC120026530	LOC120026530	U5 spliceosomal RNA	1	Y	0
gene-LOC120026531	LOC120026531	U2 spliceosomal RNA	1	Y	0
gene-LOC120026532	LOC120026532	U5 spliceosomal RNA	1	Y	0
gene-LOC120026533	LOC120026533	U5 spliceosomal RNA	1	Y	0
gene-LOC120026534	LOC120026534	U5 spliceosomal RNA	1	Y	0
gene-LOC120026535	LOC120026535	U5 spliceosomal RNA	1	Y	0
gene-LOC120026536	LOC120026536	U5 spliceosomal RNA	1	Y	0
gene-LOC120026537	LOC120026537	U5 spliceosomal RNA	1	Y	0
gene-LOC120026538	LOC120026538	U5 spliceosomal RNA	1	Y	0
gene-LOC120026539	LOC120026539	U5 spliceosomal RNA	1	Y	0
gene-LOC120026540	LOC120026540	polyubiquitin-like	1	Y	6
gene-LOC120026542	LOC120026542	U5 spliceosomal RNA	1	Y	0
gene-LOC120026543	LOC120026543	U5 spliceosomal RNA	1	Y	0
gene-LOC120026545	LOC120026545	U5 spliceosomal RNA	1	Y	0
gene-LOC120026546	LOC120026546	U5 spliceosomal RNA	1	Y	0
gene-LOC120026547	LOC120026547	U5 spliceosomal RNA	1	Y	0
gene-LOC120026549	LOC120026549	U5 spliceosomal RNA	1	Y	0
gene-LOC120026552	LOC120026552	U5 spliceosomal RNA	1	Y	0
gene-LOC120026554	LOC120026554	U5 spliceosomal RNA	1	Y	0
gene-LOC120026556	LOC120026556	U5 spliceosomal RNA	1	Y	0
gene-LOC120026557	LOC120026557	U5 spliceosomal RNA	1	Y	0
gene-LOC120026558	LOC120026558	U5 spliceosomal RNA	1	Y	0
gene-LOC120026560	LOC120026560	U5 spliceosomal RNA	1	Y	0
gene-LOC120026561	LOC120026561	U5 spliceosomal RNA	1	Y	0
gene-LOC120026562	LOC120026562	U5 spliceosomal RNA	1	Y	0
gene-LOC120026563	LOC120026563	U5 spliceosomal RNA	1	Y	0
gene-LOC120026564	LOC120026564	U5 spliceosomal RNA	1	Y	0
gene-LOC120026565	LOC120026565	U5 spliceosomal RNA	1	Y	0
gene-LOC120026566	LOC120026566	U2 spliceosomal RNA	1	Y	0
gene-LOC120026569	LOC120026569	U5 spliceosomal RNA	1	Y	0
gene-LOC120026570	LOC120026570	U5 spliceosomal RNA	1	Y	0
gene-LOC120026571	LOC120026571	U5 spliceosomal RNA	1	Y	0
gene-LOC120026575	LOC120026575	U5 spliceosomal RNA	1	Y	0
gene-LOC120026577	LOC120026577	U5 spliceosomal RNA	1	Y	0
gene-LOC120026578	LOC120026578	U2 spliceosomal RNA	1	Y	0
gene-LOC120026580	LOC120026580	U5 spliceosomal RNA	1	Y	0
gene-LOC120026582	LOC120026582	U5 spliceosomal RNA	1	Y	0
gene-LOC120026590	LOC120026590	U2 spliceosomal RNA	1	Y	0
gene-LOC120026601	LOC120026601	U2 spliceosomal RNA	1	Y	0
gene-LOC120026613	LOC120026613	U2 spliceosomal RNA	1	Y	0
gene-LOC120026623	LOC120026623	U2 spliceosomal RNA	1	Y	0
gene-LOC120026624	LOC120026624	U2 spliceosomal RNA	1	Y	0
gene-LOC120026626	LOC120026626	U2 spliceosomal RNA	1	Y	0
gene-LOC120026627	LOC120026627	U2 spliceosomal RNA	1	Y	0
gene-LOC120026628	LOC120026628	U2 spliceosomal RNA	1	Y	0
gene-LOC120026629	LOC120026629	U2 spliceosomal RNA	1	Y	0
gene-LOC120026630	LOC120026630	U2 spliceosomal RNA	1	Y	0
gene-LOC120026633	LOC120026633	U2 spliceosomal RNA	1	Y	0
gene-LOC120026635	LOC120026635	U2 spliceosomal RNA	2	Y	0
gene-LOC120026635_1			1		0
gene-LOC120026638	LOC120026638	U2 spliceosomal RNA	1	Y	0
gene-LOC120026639	LOC120026639	U2 spliceosomal RNA	1	Y	0
gene-LOC120026640_1			1		0
gene-LOC120026640_2			1		0
gene-LOC120026642	LOC120026642	U2 spliceosomal RNA	1	Y	0
gene-LOC120026644	LOC120026644	U2 spliceosomal RNA	1	Y	0
gene-LOC120026660	LOC120026660	U2 spliceosomal RNA	1	Y	0
gene-LOC120026661	LOC120026661	U2 spliceosomal RNA	1	Y	0
gene-LOC120026799	LOC120026799	proteasome subunit beta type-8-like	1	Y	3
gene-LOC120026808_5			1		0
gene-LOC120026808_6			1		0
gene-LOC120026808_7			1		0
gene-LOC120026824_1			1		0
gene-LOC120026830_1			1		0
gene-LOC120026854_1			1		0
gene-LOC120026859	LOC120026859	zinc finger protein 865-like	1	Y	3
gene-LOC120026877_1			1		0
gene-LOC120026882_1			1		0
gene-LOC120026910	LOC120026910	uncharacterized LOC120026910	1	Y	0
gene-LOC120026950	LOC120026950	CCR4-NOT transcription complex subunit 3-like	1	Y	6
gene-LOC120026966_1			1		0
gene-LOC120026978	LOC120026978	uncharacterized LOC120026978	1	Y	0
gene-LOC120026984_2			1		0
gene-LOC120027007_2			1		0
gene-LOC120027007_3			1		0
gene-LOC120027011_1			1		0
gene-LOC120027038	LOC120027038	retinoic acid receptor beta-like	1	Y	8
gene-LOC120027050	LOC120027050	uncharacterized LOC120027050	1	Y	0
gene-LOC120027057_1			1		0
gene-LOC120027074_3			1		0
gene-LOC120027095	LOC120027095	transmembrane protein 200A-like	1	Y	0
gene-LOC120027106	LOC120027106	AT-hook DNA-binding motif-containing protein 1-like	1	Y	0
gene-LOC120027130_2			1		0
gene-LOC120027135	LOC120027135	phosphatase and actin regulator 4A-like	1	Y	3
gene-LOC120027150	LOC120027150	uncharacterized LOC120027150	1	Y	0
gene-LOC120027158	LOC120027158	MARCKS-related protein 1-B-like	1	Y	6
gene-LOC120027182	LOC120027182	homeobox protein Meis1-like	1	Y	10
gene-LOC120027201_1			1		0
gene-LOC120027204	LOC120027204	homeobox protein OTX1 B-like	1	Y	5
gene-LOC120027226	LOC120027226	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase 2-like	1	Y	3
gene-LOC120027231_1			1		0
gene-LOC120027241_1			1		0
gene-LOC120027253	LOC120027253	histone-lysine N-methyltransferase SETD1B-like	1	Y	0
gene-LOC120027255_1			1		0
gene-LOC120027261	LOC120027261	procollagen C-endopeptidase enhancer 2-like	1	Y	1
gene-LOC120027266_1			1		0
gene-LOC120027268	LOC120027268	nucleolar protein 11-like	1	Y	5
gene-LOC120027277	LOC120027277	voltage-dependent calcium channel gamma-4 subunit-like	1	Y	12
gene-LOC120027286	LOC120027286	voltage-dependent calcium channel gamma-5 subunit-like	1	Y	11
gene-LOC120027323_23			1		0
gene-LOC120027345_3			1		0
gene-LOC120027345_4			1		0
gene-LOC120027345_5			1		0
gene-LOC120027345_6			1		0
gene-LOC120027346_1			1		0
gene-LOC120027360_1			1		0
gene-LOC120027373_1			1		0
gene-LOC120027407	LOC120027407	uncharacterized LOC120027407	1	Y	0
gene-LOC120027423_1			1		0
gene-LOC120027458_49			1		0
gene-LOC120027508_1			1		0
gene-LOC120027517_1			1		0
gene-LOC120027518	LOC120027518	keratin, type I cytoskeletal 13-like	1	Y	1
gene-LOC120027537_1			1		0
gene-LOC120027553_1			1		0
gene-LOC120027556_1			1		0
gene-LOC120027560_1			1		0
gene-LOC120027561_1			1		0
gene-LOC120027637_1			1		0
gene-LOC120027654_1			1		0
gene-LOC120027658_1			1		0
gene-LOC120027687	LOC120027687	SKI/DACH domain-containing protein 1-like	1	Y	0
gene-LOC120027776	LOC120027776	transcription factor LBX1-like	1	Y	3
gene-LOC120027822	LOC120027822	carbohydrate sulfotransferase 2-like	2	Y	5
gene-LOC120027822_1			1		0
gene-LOC120027902_1			1		0
gene-LOC120027918_1			1		0
gene-LOC120027929_1			1		0
gene-LOC120027956_1			1		0
gene-LOC120027957_1			1		0
gene-LOC120027969	LOC120027969	kelch repeat and BTB domain-containing protein 2-like	1	Y	1
gene-LOC120028030_1			1		0
gene-LOC120028050_1			1		0
gene-LOC120028050_2			1		0
gene-LOC120028050_3			1		0
gene-LOC120028051_1			1		0
gene-LOC120028068_1			1		0
gene-LOC120028073	LOC120028073	zinc finger protein 239-like	1	Y	0
gene-LOC120028101	LOC120028101	bucky ball-like	1	Y	0
gene-LOC120028104	LOC120028104	integrin beta-1-like	1	Y	12
gene-LOC120028225	LOC120028225	importin subunit alpha-3	1	Y	7
gene-LOC120028231_10			1		0
gene-LOC120028231_11			1		0
gene-LOC120028231_12			1		0
gene-LOC120028231_4			1		0
gene-LOC120028231_5			1		0
gene-LOC120028231_6			1		0
gene-LOC120028231_7			1		0
gene-LOC120028231_8			1		0
gene-LOC120028231_9			1		0
gene-LOC120028232	LOC120028232	serine/threonine-protein kinase TAO1-like	1	Y	4
gene-LOC120028242_1			1		0
gene-LOC120028286_10			1		0
gene-LOC120028286_11			1		0
gene-LOC120028286_12			1		0
gene-LOC120028286_13			1		0
gene-LOC120028286_14			1		0
gene-LOC120028286_15			1		0
gene-LOC120028286_16			1		0
gene-LOC120028286_17			1		0
gene-LOC120028286_18			1		0
gene-LOC120028286_19			1		0
gene-LOC120028286_2			1		0
gene-LOC120028286_20			1		0
gene-LOC120028286_3			1		0
gene-LOC120028286_4			1		0
gene-LOC120028286_5			1		0
gene-LOC120028286_6			1		0
gene-LOC120028286_7			1		0
gene-LOC120028286_8			1		0
gene-LOC120028286_9			1		0
gene-LOC120028289_1			1		0
gene-LOC120028289_10			1		0
gene-LOC120028289_2			1		0
gene-LOC120028289_3			1		0
gene-LOC120028289_4			1		0
gene-LOC120028289_5			1		0
gene-LOC120028289_6			1		0
gene-LOC120028289_7			1		0
gene-LOC120028289_8			1		0
gene-LOC120028289_9			1		0
gene-LOC120028294_1			1		0
gene-LOC120028294_10			1		0
gene-LOC120028294_2			1		0
gene-LOC120028294_3			1		0
gene-LOC120028294_4			1		0
gene-LOC120028294_5			1		0
gene-LOC120028294_6			1		0
gene-LOC120028294_7			1		0
gene-LOC120028294_8			1		0
gene-LOC120028294_9			1		0
gene-LOC120028295	LOC120028295	T-box transcription factor TBX2b-like	1	Y	6
gene-LOC120028297_1			1		0
gene-LOC120028297_2			1		0
gene-LOC120028297_3			1		0
gene-LOC120028297_4			1		0
gene-LOC120028297_5			1		0
gene-LOC120028297_6			1		0
gene-LOC120028297_7			1		0
gene-LOC120028297_8			1		0
gene-LOC120028303_1			1		0
gene-LOC120028303_2			1		0
gene-LOC120028303_3			1		0
gene-LOC120028303_4			1		0
gene-LOC120028308_1			1		0
gene-LOC120028312_1			1		0
gene-LOC120028312_2			1		0
gene-LOC120028315_1			1		0
gene-LOC120028320_1			1		0
gene-LOC120028320_2			1		0
gene-LOC120028320_3			1		0
gene-LOC120028320_4			1		0
gene-LOC120028333	LOC120028333	centrosomal protein of 164 kDa-like	1	Y	1
gene-LOC120028334	LOC120028334	SID1 transmembrane family member 2-like	1	Y	1
gene-LOC120028335	LOC120028335	small nucleolar RNA SNORA71	1	Y	0
gene-LOC120028367	LOC120028367	flavin reductase (NADPH)-like	1	Y	0
gene-LOC120028377	LOC120028377	uncharacterized LOC120028377	1	Y	4
gene-LOC120028379	LOC120028379	uncharacterized LOC120028379	1	Y	0
gene-LOC120028393	LOC120028393	reticulon-4 receptor-like 1	1	Y	2
gene-LOC120028394	LOC120028394	multidrug and toxin extrusion protein 1-like	2	Y	4
gene-LOC120028394_1			1		0
gene-LOC120028397_1			1		0
gene-LOC120028398_1			1		0
gene-LOC120028403	LOC120028403	small nucleolar RNA SNORA70	1	Y	0
gene-LOC120028410_1			1		0
gene-LOC120028418_1			1		0
gene-LOC120028426	LOC120028426	small nucleolar RNA SNORA5	1	Y	0
gene-LOC120028433	LOC120028433	small nucleolar RNA SNORA5	1	Y	0
gene-LOC120028441_1			1		0
gene-LOC120028441_2			1		0
gene-LOC120028465	LOC120028465	small nucleolar RNA SNORA17	1	Y	0
gene-LOC120028469	LOC120028469	seizure protein 6 homolog	1	Y	6
gene-LOC120028473	LOC120028473	small nucleolar RNA SNORA17	1	Y	0
gene-LOC120028480	LOC120028480	small nucleolar RNA SNORA49	1	Y	0
gene-LOC120028488	LOC120028488	small nucleolar RNA SNORA53	1	Y	0
gene-LOC120028503_1			1		0
gene-LOC120028526_10			1		0
gene-LOC120028526_3			1		0
gene-LOC120028526_4			1		0
gene-LOC120028526_5			1		0
gene-LOC120028526_6			1		0
gene-LOC120028526_7			1		0
gene-LOC120028526_8			1		0
gene-LOC120028526_9			1		0
gene-LOC120028533	LOC120028533	small nucleolar RNA SNORA84	1	Y	0
gene-LOC120028541	LOC120028541	small nucleolar RNA SNORA84	1	Y	0
gene-LOC120028552_1			1		0
gene-LOC120028552_2			1		0
gene-LOC120028552_3			1		0
gene-LOC120028552_4			1		0
gene-LOC120028556_1			1		0
gene-LOC120028556_2			1		0
gene-LOC120028561	LOC120028561	serine/threonine-protein kinase PAK 4-like	1	Y	6
gene-LOC120028563_18			1		0
gene-LOC120028563_19			1		0
gene-LOC120028563_20			1		0
gene-LOC120028563_21			1		0
gene-LOC120028563_22			1		0
gene-LOC120028563_23			1		0
gene-LOC120028563_24			1		0
gene-LOC120028563_25			1		0
gene-LOC120028563_26			1		0
gene-LOC120028563_27			1		0
gene-LOC120028563_28			1		0
gene-LOC120028563_29			1		0
gene-LOC120028563_30			1		0
gene-LOC120028563_31			1		0
gene-LOC120028563_32			1		0
gene-LOC120028563_33			1		0
gene-LOC120028563_34			1		0
gene-LOC120028563_35			1		0
gene-LOC120028563_36			1		0
gene-LOC120028563_37			1		0
gene-LOC120028563_38			1		0
gene-LOC120028563_39			1		0
gene-LOC120028563_40			1		0
gene-LOC120028563_41			1		0
gene-LOC120028563_42			1		0
gene-LOC120028563_43			1		0
gene-LOC120028563_44			1		0
gene-LOC120028568_1			1		0
gene-LOC120028575_1			1		0
gene-LOC120028575_2			1		0
gene-LOC120028575_3			1		0
gene-LOC120028575_4			1		0
gene-LOC120028578	LOC120028578	ubiquitin carboxyl-terminal hydrolase 2-like	1	Y	3
gene-LOC120028580_10			1		0
gene-LOC120028580_11			1		0
gene-LOC120028580_12			1		0
gene-LOC120028580_2			1		0
gene-LOC120028580_3			1		0
gene-LOC120028580_4			1		0
gene-LOC120028580_5			1		0
gene-LOC120028580_6			1		0
gene-LOC120028580_7			1		0
