gene_id	symbol	product	copies_lean	in_siscowet_unmapped	n_go
gene-LOC120033009	LOC120033009	T-complex protein 1 subunit delta	1	Y	6
gene-LOC120033010	LOC120033010	RAC-gamma serine/threonine-protein kinase-like	1	Y	3
gene-LOC120033011	LOC120033011	tRNA pseudouridine synthase Pus10-like	1	Y	3
gene-LOC120033012	LOC120033012	arginine-hydroxylase NDUFAF5, mitochondrial-like	1	Y	3
gene-LOC120033014	LOC120033014	homeobox protein Meis1	1	Y	10
gene-LOC120033061	LOC120033061	uncharacterized LOC120033061	1	Y	0
gene-LOC120033064	LOC120033064	uncharacterized LOC120033064	1	Y	0
gene-LOC120033074	LOC120033074	small nucleolar RNA SNORA70	1	Y	0
gene-LOC120033075	LOC120033075	small nucleolar RNA SNORA5	1	Y	0
gene-LOC120033078	LOC120033078	small nucleolar RNA SNORA44	1	Y	0
gene-LOC120033082	LOC120033082	small nucleolar RNA SNORA17	1	Y	0
gene-LOC120033089	LOC120033089	small nucleolar RNA SNORA84	1	Y	0
gene-LOC120033090	LOC120033090	small nucleolar RNA SNORA84	1	Y	0
gene-LOC120033099	LOC120033099	radixin-like	1	Y	12
gene-LOC120033105	LOC120033105	uncharacterized LOC120033105	1	Y	0
gene-LOC120033116	LOC120033116	nuclear receptor subfamily 4 group A member 2-like	1	Y	10
gene-LOC120033129	LOC120033129	tumor necrosis factor ligand superfamily member 11-like	1	Y	3
gene-LOC120033130	LOC120033130	paraspeckle component 1-like	1	Y	3
gene-LOC120033137	LOC120033137	transmembrane 9 superfamily member 2-like	1	Y	2
gene-LOC120033141_1			1		0
gene-LOC120033158_1			1		0
gene-LOC120033247	LOC120033247	excitatory amino acid transporter 5-like	1	Y	5
gene-LOC120033253	LOC120033253	ephrin-A2-like	1	Y	5
gene-LOC120033262_1			1		0
gene-LOC120033263	LOC120033263	gap junction alpha-3 protein-like	1	Y	2
gene-LOC120033299	LOC120033299	GTP-binding protein Di-Ras1-like	1	Y	5
gene-LOC120033308	LOC120033308	polypyrimidine tract-binding protein 1-like	1	Y	5
gene-LOC120033335	LOC120033335	long-chain specific acyl-CoA dehydrogenase, mitochondrial-like	1	Y	7
gene-LOC120033336	LOC120033336	gastrula zinc finger protein XlCGF17.1-like	1	Y	5
gene-LOC120033341	LOC120033341	uncharacterized LOC120033341	1	Y	0
gene-LOC120033345	LOC120033345	vang-like protein 1	1	Y	2
gene-LOC120033406	LOC120033406	zinc finger protein 658B-like	1	Y	5
gene-LOC120033412	LOC120033412	histone deacetylase complex subunit SAP18-like	1	Y	4
gene-LOC120033414	LOC120033414	helix-loop-helix protein 2-like	1	Y	4
gene-LOC120033435	LOC120033435	receptor expression-enhancing protein 6-like	1	Y	0
gene-LOC120033438	LOC120033438	C-X-C chemokine receptor type 1-like	1	Y	5
gene-LOC120033471	LOC120033471	zinc finger protein 135-like	1	Y	4
gene-LOC120033486	LOC120033486	zinc finger protein 658B-like	1	Y	5
gene-LOC120033521	LOC120033521	mitogen-activated protein kinase kinase kinase kinase 4-like	1	Y	3
gene-LOC120033539	LOC120033539	LON peptidase N-terminal domain and RING finger protein 2-like	1	Y	1
gene-LOC120033621_1			1		0
gene-LOC120033625	LOC120033625	gamma-aminobutyric acid receptor subunit beta-3-like	1	Y	12
gene-LOC120033638	LOC120033638	zinc finger protein 585A-like	1	Y	3
gene-LOC120033645	LOC120033645	zinc finger protein OZF-like	1	Y	3
gene-LOC120033646_1			1		0
gene-LOC120033647_1			1		0
gene-LOC120033662	LOC120033662	uncharacterized LOC120033662	1	Y	0
gene-LOC120033735	LOC120033735	SLAIN motif-containing protein 1-like	1	Y	4
gene-LOC120033736	LOC120033736	calsequestrin-2-like	1	Y	3
gene-LOC120033737	LOC120033737	gap junction beta-2 protein-like	1	Y	2
gene-LOC120033746	LOC120033746	uncharacterized LOC120033746	1	Y	0
gene-LOC120033747	LOC120033747	uncharacterized LOC120033747	1	Y	0
gene-LOC120033753_1			1		0
gene-LOC120033770	LOC120033770	zinc finger and SCAN domain-containing protein 12-like	1	Y	1
gene-LOC120033771_1			1		0
gene-LOC120033772	LOC120033772	zinc finger and SCAN domain-containing protein 12-like	1	Y	1
gene-LOC120033773	LOC120033773	zinc finger protein 239-like	1	Y	5
gene-LOC120033776	LOC120033776	zinc finger and SCAN domain-containing protein 21-like	1	Y	1
gene-LOC120033779_1			1		0
gene-LOC120033798_2			1		0
gene-LOC120033892	LOC120033892	G-protein coupled estrogen receptor 1-like	1	Y	5
gene-LOC120033896	LOC120033896	small G protein signaling modulator 3-like	1	Y	1
gene-LOC120033907	LOC120033907	axin-1-like	1	Y	1
gene-LOC120033924	LOC120033924	protein phosphatase 1 regulatory subunit 1B-like	1	Y	3
gene-LOC120033928	LOC120033928	ATP-citrate synthase	1	Y	6
gene-LOC120033937	LOC120033937	kelch-like protein 11	1	Y	1
gene-LOC120033963	LOC120033963	SH3 and cysteine-rich domain-containing protein 2-like	1	Y	5
gene-LOC120033964	LOC120033964	P43 5S RNA-binding protein-like	1	Y	1
gene-LOC120033982	LOC120033982	homeobox protein unc-4 homolog	1	Y	3
gene-LOC120033983	LOC120033983	galanin receptor 2b	1	Y	3
gene-LOC120033984	LOC120033984	BAI1-associated protein 3-like	1	Y	0
gene-LOC120033985	LOC120033985	myoferlin-like	1	Y	3
gene-LOC120034030	LOC120034030	protein phosphatase 1 regulatory subunit 29-like	1	Y	2
gene-LOC120034033	LOC120034033	protein shisa-9B-like	1	Y	6
gene-LOC120034039	LOC120034039	band 3 anion exchange protein	1	Y	9
gene-LOC120034040	LOC120034040	hemoglobin embryonic subunit alpha-like	1	Y	11
gene-LOC120034041	LOC120034041	hemoglobin subunit beta	1	Y	11
gene-LOC120034042	LOC120034042	hemoglobin subunit alpha-2-like	1	Y	12
gene-LOC120034062	LOC120034062	putative E3 ubiquitin-protein ligase UNKL	1	Y	1
gene-LOC120034064	LOC120034064	peptidyl-prolyl cis-trans isomerase FKBP10-like	1	Y	2
gene-LOC120034065	LOC120034065	recQ-mediated genome instability protein 2-like	1	Y	6
gene-LOC120034066	LOC120034066	stannin-like	1	Y	1
gene-LOC120034074	LOC120034074	nucleolar transcription factor 1-like	1	Y	0
gene-LOC120034075	LOC120034075	AN1-type zinc finger protein 2B-like	1	Y	5
gene-LOC120034086	LOC120034086	endoplasmic reticulum protein SC65-like	1	Y	5
gene-LOC120034091	LOC120034091	kelch-like protein 10	1	Y	1
gene-LOC120034093	LOC120034093	ubiquitin domain-containing protein UBFD1-like	1	Y	2
gene-LOC120034094	LOC120034094	UNC93-like protein MFSD11	1	Y	0
gene-LOC120034095	LOC120034095	probable G-protein coupled receptor 146	1	Y	3
gene-LOC120034098	LOC120034098	probable E3 ubiquitin-protein ligase MGRN1	1	Y	9
gene-LOC120034099	LOC120034099	cytosolic 5'-nucleotidase 3-like	1	Y	3
gene-LOC120034119	LOC120034119	tubulin beta chain	1	Y	7
gene-LOC120034120	LOC120034120	insulin-like growth factor-binding protein complex acid labile subunit	1	Y	2
gene-LOC120034130	LOC120034130	hemoglobin subunit alpha-like	1	Y	11
gene-LOC120034143	LOC120034143	hemoglobin subunit alpha-like	1	Y	11
gene-LOC120034162_1			1		0
gene-LOC120034167	LOC120034167	homologous recombination OB-fold protein-like	1	Y	1
gene-LOC120034187	LOC120034187	cell death-inducing p53-target protein 1-like	1	Y	3
gene-LOC120034189	LOC120034189	uncharacterized LOC120034189	1	Y	1
gene-LOC120034190	LOC120034190	U11/U12 small nuclear ribonucleoprotein 25 kDa protein-like	1	Y	3
gene-LOC120034191	LOC120034191	UBA-like domain-containing protein 1	1	Y	1
gene-LOC120034192	LOC120034192	DNA-directed RNA polymerase III subunit RPC10	1	Y	6
gene-LOC120034207	LOC120034207	hemoglobin subunit beta-like	1	Y	11
gene-LOC120034211	LOC120034211	hemoglobin subunit beta-like	1	Y	11
gene-LOC120034230	LOC120034230	uncharacterized LOC120034230	1	Y	5
gene-LOC120034240	LOC120034240	zinc finger CCCH domain-containing protein 7A-like	1	Y	4
gene-LOC120034244	LOC120034244	guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-5-like	1	Y	3
gene-LOC120034256	LOC120034256	hemoglobin subunit beta-4-like	1	Y	11
gene-LOC120034257	LOC120034257	hemoglobin subunit beta-1-like	1	Y	11
gene-LOC120034258	LOC120034258	hemoglobin subunit alpha-4	1	Y	12
gene-LOC120034259	LOC120034259	hemoglobin subunit alpha-4-like	1	Y	12
gene-LOC120034260	LOC120034260	hemoglobin subunit alpha-like	1	Y	11
gene-LOC120034271	LOC120034271	voltage-dependent P/Q-type calcium channel subunit alpha-1A-like	1	Y	6
gene-LOC120034275	LOC120034275	prostaglandin E2 receptor EP1 subtype-like	1	Y	6
gene-LOC120034277	LOC120034277	zinc-binding protein A33-like	1	Y	2
gene-LOC120034278_1			1		0
gene-LOC120034286	LOC120034286	ankyrin repeat and SOCS box protein 16-like	1	Y	4
gene-LOC120034315	LOC120034315	uncharacterized LOC120034315	1	Y	0
gene-LOC120034316	LOC120034316	GATOR complex protein NPRL3-like	1	Y	5
gene-LOC120034347	LOC120034347	nucleus accumbens-associated protein 1-like	1	Y	4
gene-LOC120034351	LOC120034351	voltage-dependent L-type calcium channel subunit beta-1-like	1	Y	7
gene-LOC120034357	LOC120034357	BTB/POZ domain-containing protein KCTD5-like	1	Y	5
gene-LOC120034368	LOC120034368	hemoglobin subunit beta-4-like	1	Y	11
gene-LOC120034378	LOC120034378	gap junction gamma-1 protein-like	1	Y	2
gene-LOC120034380	LOC120034380	BAI1-associated protein 3-like	1	Y	0
gene-LOC120034390	LOC120034390	hemoglobin subunit alpha-4-like	1	Y	12
gene-LOC120034392	LOC120034392	myocardin-related transcription factor B-like	1	Y	1
gene-LOC120034415	LOC120034415	inactive rhomboid protein 1-like	1	Y	4
gene-LOC120034422	LOC120034422	forkhead box protein J1-B-like	1	Y	3
gene-LOC120034426	LOC120034426	gamma-crystallin M3-like	1	Y	3
gene-LOC120034437	LOC120034437	SUMO-conjugating enzyme UBC9-B	1	Y	3
gene-LOC120034438	LOC120034438	60S ribosomal protein L19-like	1	Y	5
gene-LOC120034442	LOC120034442	3-phosphoinositide-dependent protein kinase 1-like	1	Y	4
gene-LOC120034450	LOC120034450	beta-galactoside-binding lectin-like	1	Y	5
gene-LOC120034461	LOC120034461	serotonin N-acetyltransferase-like	1	Y	4
gene-LOC120034464	LOC120034464	hemoglobin subunit beta-1-like	1	Y	11
gene-LOC120034476	LOC120034476	ataxin-7-like protein 3	1	Y	6
gene-LOC120034477	LOC120034477	transmembrane and ubiquitin-like domain-containing protein 1	1	Y	2
gene-LOC120034506	LOC120034506	dedicator of cytokinesis protein 7-like	1	Y	4
gene-LOC120034529	LOC120034529	adhesion G protein-coupled receptor E1-like	1	Y	3
gene-LOC120034530	LOC120034530	pyridoxal-dependent decarboxylase domain-containing protein 1-like	1	Y	4
gene-LOC120034531	LOC120034531	long-chain fatty acid transport protein 1-like	1	Y	19
gene-LOC120034532	LOC120034532	eukaryotic peptide chain release factor GTP-binding subunit ERF3A-like	1	Y	5
gene-LOC120034533	LOC120034533	calcium-binding mitochondrial carrier protein SCaMC-3-like	1	Y	3
gene-LOC120034534	LOC120034534	transmembrane protein 238-like	1	Y	0
gene-LOC120034541	LOC120034541	histone-arginine methyltransferase CARM1	1	Y	2
gene-LOC120034542	LOC120034542	protein YIPF1-like	1	Y	4
gene-LOC120034543	LOC120034543	mitochondrial import inner membrane translocase subunit Tim29-like	1	Y	2
gene-LOC120034548_1			1		0
gene-LOC120034560	LOC120034560	heparan sulfate glucosamine 3-O-sulfotransferase 4-like	1	Y	1
gene-LOC120034563	LOC120034563	hemoglobin subunit beta-1-like	1	Y	11
gene-LOC120034564	LOC120034564	hemoglobin subunit beta-4	1	Y	11
gene-LOC120034565	LOC120034565	hemoglobin subunit alpha-like	1	Y	12
gene-LOC120034575_1			1		0
gene-LOC120034576	LOC120034576	ras-related protein Rab-26-like	1	Y	4
gene-LOC120034600	LOC120034600	KN motif and ankyrin repeat domain-containing protein 2-like	1	Y	8
gene-LOC120034619	LOC120034619	small nucleolar RNA SNORD53/SNORD92	1	Y	0
gene-LOC120034620	LOC120034620	small nucleolar RNA SNORD53/SNORD92	1	Y	0
gene-LOC120034662	LOC120034662	bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 1	1	Y	5
gene-LOC120034689_1			1		0
gene-LOC120034690_1			1		0
gene-LOC120034746	LOC120034746	probable E3 ubiquitin-protein ligase HERC3	1	Y	3
gene-LOC120034761	LOC120034761	TBC domain-containing protein kinase-like protein	1	Y	3
gene-LOC120034785	LOC120034785	probable E3 ubiquitin-protein ligase HERC6	1	Y	1
gene-LOC120034786	LOC120034786	probable E3 ubiquitin-protein ligase HERC3	1	Y	3
gene-LOC120034787	LOC120034787	probable E3 ubiquitin-protein ligase HERC6	1	Y	0
gene-LOC120034803	LOC120034803	heat shock protein Hsp-16.1/Hsp-16.11-like	1	Y	3
gene-LOC120034901_1			1		0
gene-LOC120034910	LOC120034910	aminoacyl tRNA synthase complex-interacting multifunctional protein 1-like	1	Y	1
gene-LOC120034927	LOC120034927	protein phosphatase 1K, mitochondrial-like	1	Y	3
gene-LOC120034941	LOC120034941	hedgehog-interacting protein-like	1	Y	0
gene-LOC120034958_1			1		0
gene-LOC120034978	LOC120034978	deoxycytidylate deaminase-like	1	Y	5
gene-LOC120034988_4			1		0
gene-LOC120034988_5			1		0
gene-LOC120034988_6			1		0
gene-LOC120034990	LOC120034990	probable E3 ubiquitin-protein ligase HERC3	1	Y	4
gene-LOC120035019_5			1		0
gene-LOC120035028	LOC120035028	polycystin-2-like	1	Y	10
gene-LOC120035040	LOC120035040	hydroperoxide isomerase ALOXE3-like	1	Y	5
gene-LOC120035113	LOC120035113	fibrinogen-like protein 1	1	Y	4
gene-LOC120035155	LOC120035155	broad substrate specificity ATP-binding cassette transporter ABCG2-like	1	Y	4
gene-LOC120035180	LOC120035180	hydroperoxide isomerase ALOXE3-like	1	Y	5
gene-LOC120035184	LOC120035184	dickkopf-related protein 2-like	1	Y	6
gene-LOC120035205_2			1		0
gene-LOC120035205_3			1		0
gene-LOC120035205_4			1		0
gene-LOC120035205_5			1		0
gene-LOC120035205_6			1		0
gene-LOC120035205_7			1		0
gene-LOC120035231_28			1		0
gene-LOC120035231_29			1		0
gene-LOC120035231_30			1		0
gene-LOC120035231_31			1		0
gene-LOC120035231_32			1		0
gene-LOC120035231_33			1		0
gene-LOC120035231_34			1		0
gene-LOC120035231_35			1		0
gene-LOC120035231_36			1		0
gene-LOC120035231_37			1		0
gene-LOC120035231_38			1		0
gene-LOC120035243	LOC120035243	zinc finger protein 135-like	1	Y	4
gene-LOC120035244	LOC120035244	zinc finger protein 2 homolog	1	Y	3
gene-LOC120035245	LOC120035245	zinc finger protein 271-like	1	Y	5
gene-LOC120035252	LOC120035252	uncharacterized LOC120035252	1	Y	0
gene-LOC120035259_1			1		0
gene-LOC120035262	LOC120035262	zinc finger protein 883-like	1	Y	4
gene-LOC120035264	LOC120035264	vascular cell adhesion protein 1-like	1	Y	2
gene-LOC120035269_1			1		0
gene-LOC120035269_2			1		0
gene-LOC120035270_1			1		0
gene-LOC120035283	LOC120035283	uncharacterized LOC120035283	1	Y	0
gene-LOC120035284_1			1		0
gene-LOC120035284_2			1		0
gene-LOC120035284_3			1		0
gene-LOC120035284_4			1		0
gene-LOC120035301	LOC120035301	serine protease 23-like	1	Y	3
gene-LOC120035303	LOC120035303	transmembrane protein 39A-like	1	Y	3
gene-LOC120035305	LOC120035305	glutamic acid-rich protein-like	1	Y	0
gene-LOC120035316	LOC120035316	glucoside xylosyltransferase 1-like	1	Y	2
gene-LOC120035319_1			1		0
gene-LOC120035322	LOC120035322	olfactory receptor 4S1-like	1	Y	4
gene-LOC120035324_1			1		0
gene-LOC120035363	LOC120035363	meteorin-like protein	1	Y	2
gene-LOC120035364	LOC120035364	aquaporin-8-like	1	Y	4
gene-LOC120035388_1			1		0
gene-LOC120035392_1			1		0
gene-LOC120035397	LOC120035397	U6 spliceosomal RNA	1	Y	0
gene-LOC120035405	LOC120035405	U6 spliceosomal RNA	1	Y	0
gene-LOC120035411	LOC120035411	U6 spliceosomal RNA	1	Y	0
gene-LOC120035412	LOC120035412	U6 spliceosomal RNA	1	Y	0
gene-LOC120035414	LOC120035414	U6 spliceosomal RNA	1	Y	0
gene-LOC120035417	LOC120035417	U6 spliceosomal RNA	1	Y	0
gene-LOC120035424	LOC120035424	5S ribosomal RNA	1	Y	0
gene-LOC120035560	LOC120035560	5S ribosomal RNA	1	Y	0
gene-LOC120035564	LOC120035564	5S ribosomal RNA	1	Y	0
gene-LOC120035567	LOC120035567	5S ribosomal RNA	1	Y	0
gene-LOC120035574_1			1		0
gene-LOC120035574_2			1		0
gene-LOC120035574_3			1		0
gene-LOC120035574_4			1		0
gene-LOC120035574_5			1		0
gene-LOC120035575_1			1		0
gene-LOC120035576_1			1		0
gene-LOC120035576_2			1		0
gene-LOC120035591_7			1		0
gene-LOC120035591_8			1		0
gene-LOC120035591_9			1		0
gene-LOC120035592_2			1		0
gene-LOC120035592_3			1		0
gene-LOC120035592_4			1		0
gene-LOC120035592_5			1		0
gene-LOC120035592_6			1		0
gene-LOC120035592_7			1		0
gene-LOC120035594_1			1		0
gene-LOC120035594_2			1		0
gene-LOC120035594_3			1		0
gene-LOC120035594_4			1		0
gene-LOC120035595_1			1		0
gene-LOC120035595_2			1		0
gene-LOC120035602	LOC120035602	cytochrome P450 27C1	1	Y	10
gene-LOC120035622	LOC120035622	U6 spliceosomal RNA	1	Y	0
gene-LOC120035623	LOC120035623	U6 spliceosomal RNA	1	Y	0
gene-LOC120035625	LOC120035625	U6 spliceosomal RNA	1	Y	0
gene-LOC120035630	LOC120035630	U6 spliceosomal RNA	1	Y	0
gene-LOC120035632	LOC120035632	U6 spliceosomal RNA	1	Y	0
gene-LOC120035637	LOC120035637	U6 spliceosomal RNA	1	Y	0
gene-LOC120035645	LOC120035645	18S ribosomal RNA	1	Y	0
gene-LOC120035658	LOC120035658	xylosyltransferase 1-like	1	Y	4
gene-LOC120035676	LOC120035676	growth hormone-inducible transmembrane protein-like	1	Y	1
gene-LOC120035698_1			1		0
gene-LOC120035716	LOC120035716	tripartite motif-containing protein 16-like	1	Y	2
gene-LOC120035718	LOC120035718	DNA damage-binding protein 2-like	1	Y	6
gene-LOC120035734	LOC120035734	uncharacterized LOC120035734	1	Y	0
gene-LOC120035775	LOC120035775	U5 spliceosomal RNA	1	Y	0
gene-LOC120035845	LOC120035845	maestro heat-like repeat-containing protein family member 1	1	Y	1
gene-LOC120035866_15			1		0
gene-LOC120035866_16			1		0
gene-LOC120035876	LOC120035876	aerolysin-like protein	1	Y	0
gene-LOC120035934	LOC120035934	E3 ubiquitin-protein ligase HECW2-like	1	Y	5
gene-LOC120035935	LOC120035935	dystrophin-like	1	Y	2
gene-LOC120035949	LOC120035949	polysialoglycoprotein-like	1	Y	2
gene-LOC120035950	LOC120035950	uncharacterized LOC120035950	1	Y	0
gene-LOC120035951	LOC120035951	uncharacterized LOC120035951	1	Y	0
gene-LOC120035959	LOC120035959	zinc finger protein 883-like	1	Y	3
gene-LOC120035969	LOC120035969	uncharacterized LOC120035969	1	Y	0
gene-LOC120036000	LOC120036000	5S ribosomal RNA	1	Y	0
gene-LOC120036003	LOC120036003	equistatin-like	1	Y	3
gene-LOC120036044	LOC120036044	18S ribosomal RNA	1	Y	0
gene-LOC120036053	LOC120036053	uncharacterized LOC120036053	1	Y	7
gene-LOC120036098	LOC120036098	nuclear receptor subfamily 4 group A member 2-like	1	Y	8
gene-LOC120036129	LOC120036129	microfibril-associated glycoprotein 4-like	1	Y	3
gene-LOC120036130	LOC120036130	uncharacterized LOC120036130	1	Y	0
gene-LOC120036149	LOC120036149	60S acidic ribosomal protein P2-like	1	Y	5
gene-LOC120036150	LOC120036150	ferritin, heavy subunit	1	Y	6
gene-LOC120036151	LOC120036151	protein lin-7 homolog C	1	Y	8
gene-LOC120036152	LOC120036152	leucine-rich repeat-containing G-protein coupled receptor 4-like	1	Y	2
gene-LOC120036153	LOC120036153	kinesin-like protein KIF18A	1	Y	5
gene-LOC120036154	LOC120036154	brain-derived neurotrophic factor-like	1	Y	11
gene-LOC120036167	LOC120036167	uncharacterized LOC120036167	1	Y	0
gene-LOC120036171	LOC120036171	mitogen-activated protein kinase 6-like	1	Y	7
gene-LOC120036183	LOC120036183	luc7-like protein 3	1	Y	4
gene-LOC120036184	LOC120036184	ankyrin repeat domain-containing protein 40-like	1	Y	1
gene-LOC120036192	LOC120036192	pyruvate kinase PKM-like	1	Y	5
gene-LOC120036222	LOC120036222	F-box only protein 10	1	Y	3
gene-LOC120036232	LOC120036232	exocyst complex component 6	1	Y	6
gene-LOC120036252	LOC120036252	gastrula zinc finger protein XlCGF17.1-like	1	Y	4
gene-LOC120036255	LOC120036255	zinc finger and SCAN domain-containing protein 31-like	1	Y	3
gene-LOC120036265_1			1		0
gene-LOC120036279	LOC120036279	40S ribosomal protein S15a	1	Y	4
gene-LOC120036303_1			1		0
gene-LOC120036329	LOC120036329	uncharacterized LOC120036329	1	Y	1
gene-LOC120036330	LOC120036330	cytokine receptor-like factor 3	1	Y	1
gene-LOC120036341	LOC120036341	mpv17-like protein	1	Y	2
gene-LOC120036342	LOC120036342	uncharacterized LOC120036342	1	Y	0
gene-LOC120036343	LOC120036343	nuclear distribution protein nudE homolog 1-like	1	Y	12
gene-LOC120036393	LOC120036393	5S ribosomal RNA	1	Y	0
gene-LOC120036394	LOC120036394	5S ribosomal RNA	1	Y	0
gene-LOC120036395	LOC120036395	5S ribosomal RNA	1	Y	0
gene-LOC120036396	LOC120036396	5S ribosomal RNA	1	Y	0
gene-LOC120036400_1			1		0
gene-LOC120036402_1			1		0
gene-LOC120036402_2			1		0
gene-LOC120036419	LOC120036419	5S ribosomal RNA	1	Y	0
gene-LOC120036430_1			1		0
gene-LOC120036492	LOC120036492	uncharacterized LOC120036492	1	Y	0
gene-LOC120036498	LOC120036498	histone deacetylase 5-like	1	Y	4
gene-LOC120036502	LOC120036502	equistatin-like	1	Y	3
gene-LOC120036510	LOC120036510	rhotekin-like	1	Y	5
gene-LOC120036519	LOC120036519	uncharacterized LOC120036519	1	Y	0
