comparison	chr_a	chr_b	anchors
reference_vs_siscowet	rfNC0523341	siptg000226l1	31
reference_vs_siscowet	rfNC0523341	siptg001270l1	31
reference_vs_siscowet	rfNC0523451	siptg001409l1	31
reference_vs_siscowet	rfNC0523091	siptg001685l1	30
reference_vs_siscowet	rfNC0523091	siptg001821l1	30
reference_vs_siscowet	rfNC0523111	siptg000598l1	30
reference_vs_siscowet	rfNC0523111	siptg001993l1	30
reference_vs_siscowet	rfNC0523131	siptg001670l1	30
reference_vs_siscowet	rfNC0523191	siptg000306l1	30
reference_vs_siscowet	rfNC0523221	siptg008187l1	30
reference_vs_siscowet	rfNC0523231	siptg000832l1	30
reference_vs_siscowet	rfNC0523251	siptg001893l1	30
reference_vs_siscowet	rfNC0523281	siptg000090l1	30
reference_vs_siscowet	rfNC0523301	siptg000325l1	30
reference_vs_siscowet	rfNC0523071	siptg002119l1	29
reference_vs_siscowet	rfNC0523101	siptg001095l1	29
reference_vs_siscowet	rfNC0523111	siptg003604l1	29
reference_vs_siscowet	rfNC0523141	siptg000075l1	29
reference_vs_siscowet	rfNC0523151	siptg005457l1	29
reference_vs_siscowet	rfNC0523161	siptg000970l1	29
reference_vs_siscowet	rfNC0523171	siptg000278l1	29
reference_vs_siscowet	rfNC0523201	siptg001218l1	29
reference_vs_siscowet	rfNC0523221	siptg001715l1	29
reference_vs_siscowet	rfNC0523271	siptg003967l1	29
reference_vs_siscowet	rfNC0523311	siptg000526l1	29
reference_vs_siscowet	rfNC0523321	siptg001786l1	29
reference_vs_siscowet	rfNC0523341	siptg001130l1	29
reference_vs_siscowet	rfNC0523411	siptg000098l1	29
reference_vs_siscowet	rfNC0523451	siptg000347l1	29
reference_vs_siscowet	rfNW0240615211	siptg000121l1	29
reference_vs_siscowet	rfNC0523081	siptg001844l1	28
reference_vs_siscowet	rfNC0523121	siptg003911l1	28
reference_vs_siscowet	rfNC0523141	siptg001643l1	28
reference_vs_siscowet	rfNC0523231	siptg000999l1	28
reference_vs_siscowet	rfNC0523231	siptg002107l1	28
reference_vs_siscowet	rfNC0523241	siptg000265l1	28
reference_vs_siscowet	rfNC0523261	siptg000715l1	28
reference_vs_siscowet	rfNC0523261	siptg002260l1	28
reference_vs_siscowet	rfNC0523271	siptg000248l1	28
reference_vs_siscowet	rfNC0523311	siptg002673l1	28
reference_vs_siscowet	rfNC0523321	siptg000467l1	28
reference_vs_siscowet	rfNC0523341	siptg001281l1	28
reference_vs_siscowet	rfNC0523361	siptg001951l1	28
reference_vs_siscowet	rfNC0523381	siptg000699l1	28
reference_vs_siscowet	rfNC0523381	siptg001013l1	28
reference_vs_siscowet	rfNC0523411	siptg002123l1	28
reference_vs_siscowet	rfNC0523421	siptg000513l1	28
reference_vs_siscowet	rfNC0523471	siptg001331l1	28
reference_vs_siscowet	rfNC0523471	siptg002289l1	28
reference_vs_siscowet	rfNC0523481	siptg002177l1	28
reference_vs_siscowet	rfNW0240584741	siptg006612l1	28
reference_vs_siscowet	rfNC0523071	siptg001145l1	27
reference_vs_siscowet	rfNC0523071	siptg001190l1	27
reference_vs_siscowet	rfNC0523071	siptg002783l1	27
reference_vs_siscowet	rfNC0523091	siptg000974l1	27
reference_vs_siscowet	rfNC0523101	siptg000112l1	27
reference_vs_siscowet	rfNC0523101	siptg000780l1	27
reference_vs_siscowet	rfNC0523101	siptg002054l1	27
reference_vs_siscowet	rfNC0523121	siptg003040l1	27
reference_vs_siscowet	rfNC0523131	siptg001302l1	27
reference_vs_siscowet	rfNC0523131	siptg007470l1	27
reference_vs_siscowet	rfNC0523151	siptg001954l1	27
reference_vs_siscowet	rfNC0523151	siptg002300l1	27
reference_vs_siscowet	rfNC0523181	siptg000613l1	27
reference_vs_siscowet	rfNC0523191	siptg001571l1	27
reference_vs_siscowet	rfNC0523201	siptg000944l1	27
reference_vs_siscowet	rfNC0523201	siptg003529l1	27
reference_vs_siscowet	rfNC0523301	siptg001977l1	27
reference_vs_siscowet	rfNC0523321	siptg000542l1	27
reference_vs_siscowet	rfNC0523321	siptg000772l1	27
reference_vs_siscowet	rfNC0523331	siptg000920l1	27
reference_vs_siscowet	rfNC0523331	siptg001368l1	27
reference_vs_siscowet	rfNC0523341	siptg001078l1	27
reference_vs_siscowet	rfNC0523371	siptg002826l1	27
reference_vs_siscowet	rfNC0523401	siptg002898l1	27
reference_vs_siscowet	rfNC0523421	siptg002083l1	27
reference_vs_siscowet	rfNC0523451	siptg001613l1	27
reference_vs_siscowet	rfNC0523461	siptg000411l1	27
reference_vs_siscowet	rfNC0523081	siptg000168l1	26
reference_vs_siscowet	rfNC0523081	siptg002430l1	26
reference_vs_siscowet	rfNC0523091	siptg000056l1	26
reference_vs_siscowet	rfNC0523091	siptg002641l1	26
reference_vs_siscowet	rfNC0523101	siptg000085l1	26
reference_vs_siscowet	rfNC0523131	siptg000710l1	26
reference_vs_siscowet	rfNC0523141	siptg002033l1	26
reference_vs_siscowet	rfNC0523141	siptg002366l1	26
reference_vs_siscowet	rfNC0523181	siptg000319l1	26
reference_vs_siscowet	rfNC0523181	siptg001604l1	26
reference_vs_siscowet	rfNC0523181	siptg003881l1	26
reference_vs_siscowet	rfNC0523201	siptg005060l1	26
reference_vs_siscowet	rfNC0523241	siptg002893l1	26
reference_vs_siscowet	rfNC0523251	siptg004047l1	26
reference_vs_siscowet	rfNC0523281	siptg000351l1	26
reference_vs_siscowet	rfNC0523291	siptg004856l1	26
reference_vs_siscowet	rfNC0523301	siptg000174l1	26
reference_vs_siscowet	rfNC0523301	siptg000432l1	26
reference_vs_siscowet	rfNC0523301	siptg003926l1	26
reference_vs_siscowet	rfNC0523311	siptg001891l1	26
reference_vs_siscowet	rfNC0523401	siptg000916l1	26
reference_vs_siscowet	rfNC0523411	siptg000486l1	26
reference_vs_siscowet	rfNC0523421	siptg000666l1	26
reference_vs_siscowet	rfNW0240577961	siptg005817l1	26
reference_vs_siscowet	rfNC0523091	siptg001155l1	25
reference_vs_siscowet	rfNC0523091	siptg003696l1	25
reference_vs_siscowet	rfNC0523091	siptg007505l1	25
reference_vs_siscowet	rfNC0523111	siptg008685l1	25
reference_vs_siscowet	rfNC0523151	siptg001374l1	25
reference_vs_siscowet	rfNC0523171	siptg000978l1	25
reference_vs_siscowet	rfNC0523171	siptg002245l1	25
reference_vs_siscowet	rfNC0523191	siptg001723l1	25
reference_vs_siscowet	rfNC0523201	siptg002698l1	25
reference_vs_siscowet	rfNC0523251	siptg000882l1	25
reference_vs_siscowet	rfNC0523261	siptg001775l1	25
reference_vs_siscowet	rfNC0523261	siptg004063l1	25
reference_vs_siscowet	rfNC0523271	siptg001911l1	25
reference_vs_siscowet	rfNC0523311	siptg000716l1	25
reference_vs_siscowet	rfNC0523311	siptg001673l1	25
reference_vs_siscowet	rfNC0523311	siptg003253l1	25
reference_vs_siscowet	rfNC0523331	siptg000966l1	25
reference_vs_siscowet	rfNC0523341	siptg001762l1	25
reference_vs_siscowet	rfNC0523371	siptg005817l1	25
reference_vs_siscowet	rfNC0523381	siptg003387l1	25
reference_vs_siscowet	rfNC0523401	siptg002543l1	25
reference_vs_siscowet	rfNC0523411	siptg000126l1	25
reference_vs_siscowet	rfNC0523441	siptg001580l1	25
reference_vs_siscowet	rfNC0523471	siptg004321l1	25
reference_vs_siscowet	rfNC0523481	siptg000853l1	25
reference_vs_siscowet	rfNC0523071	siptg003449l1	24
reference_vs_siscowet	rfNC0523091	siptg002187l1	24
reference_vs_siscowet	rfNC0523101	siptg001624l1	24
reference_vs_siscowet	rfNC0523101	siptg003061l1	24
reference_vs_siscowet	rfNC0523131	siptg000377l1	24
reference_vs_siscowet	rfNC0523141	siptg001017l1	24
reference_vs_siscowet	rfNC0523171	siptg001439l1	24
reference_vs_siscowet	rfNC0523171	siptg002302l1	24
reference_vs_siscowet	rfNC0523181	siptg008861l1	24
reference_vs_siscowet	rfNC0523191	siptg000218l1	24
reference_vs_siscowet	rfNC0523191	siptg000342l1	24
reference_vs_siscowet	rfNC0523221	siptg000723l1	24
reference_vs_siscowet	rfNC0523221	siptg000740l1	24
reference_vs_siscowet	rfNC0523221	siptg001195l1	24
reference_vs_siscowet	rfNC0523271	siptg004930l1	24
reference_vs_siscowet	rfNC0523281	siptg001380l1	24
reference_vs_siscowet	rfNC0523281	siptg002528l1	24
reference_vs_siscowet	rfNC0523311	siptg001478l1	24
reference_vs_siscowet	rfNC0523311	siptg001873l1	24
reference_vs_siscowet	rfNC0523341	siptg000357l1	24
reference_vs_siscowet	rfNC0523351	siptg002269l1	24
reference_vs_siscowet	rfNC0523361	siptg000024l1	24
reference_vs_siscowet	rfNC0523371	siptg001045l1	24
reference_vs_siscowet	rfNC0523371	siptg002135l1	24
reference_vs_siscowet	rfNC0523371	siptg003070l1	24
reference_vs_siscowet	rfNC0523421	siptg000934l1	24
reference_vs_siscowet	rfNC0523421	siptg004041l1	24
reference_vs_siscowet	rfNC0523431	siptg000522l1	24
reference_vs_siscowet	rfNC0523071	siptg001464l1	23
reference_vs_siscowet	rfNC0523091	siptg000239l1	23
reference_vs_siscowet	rfNC0523091	siptg000605l1	23
reference_vs_siscowet	rfNC0523101	siptg001257l1	23
reference_vs_siscowet	rfNC0523101	siptg001927l1	23
reference_vs_siscowet	rfNC0523101	siptg003189l1	23
reference_vs_siscowet	rfNC0523111	siptg000061l1	23
reference_vs_siscowet	rfNC0523111	siptg000668l1	23
reference_vs_siscowet	rfNC0523111	siptg000730l1	23
reference_vs_siscowet	rfNC0523121	siptg001175l1	23
reference_vs_siscowet	rfNC0523131	siptg003290l1	23
reference_vs_siscowet	rfNC0523141	siptg000068l1	23
reference_vs_siscowet	rfNC0523161	siptg000773l1	23
reference_vs_siscowet	rfNC0523171	siptg009054l1	23
reference_vs_siscowet	rfNC0523191	siptg002003l1	23
reference_vs_siscowet	rfNC0523191	siptg003443l1	23
reference_vs_siscowet	rfNC0523191	siptg004586l1	23
reference_vs_siscowet	rfNC0523221	siptg002411l1	23
reference_vs_siscowet	rfNC0523241	siptg000331l1	23
reference_vs_siscowet	rfNC0523291	siptg003767l1	23
reference_vs_siscowet	rfNC0523321	siptg000660l1	23
reference_vs_siscowet	rfNC0523321	siptg001250l1	23
reference_vs_siscowet	rfNC0523361	siptg001206l1	23
reference_vs_siscowet	rfNC0523371	siptg000630l1	23
reference_vs_siscowet	rfNC0523411	siptg000629l1	23
reference_vs_siscowet	rfNC0523411	siptg003702l1	23
reference_vs_siscowet	rfNC0523431	siptg000536l1	23
reference_vs_siscowet	rfNC0523461	siptg000358l1	23
reference_vs_siscowet	rfNC0523481	siptg000511l1	23
reference_vs_siscowet	rfNC0523071	siptg001822l1	22
reference_vs_siscowet	rfNC0523081	siptg001060l1	22
reference_vs_siscowet	rfNC0523081	siptg001236l1	22
reference_vs_siscowet	rfNC0523081	siptg008667l1	22
reference_vs_siscowet	rfNC0523091	siptg000236l1	22
reference_vs_siscowet	rfNC0523091	siptg001324l1	22
reference_vs_siscowet	rfNC0523121	siptg000679l1	22
reference_vs_siscowet	rfNC0523131	siptg000269l1	22
reference_vs_siscowet	rfNC0523141	siptg000113l1	22
reference_vs_siscowet	rfNC0523141	siptg002647l1	22
reference_vs_siscowet	rfNC0523151	siptg001955l1	22
reference_vs_siscowet	rfNC0523151	siptg004370l1	22
reference_vs_siscowet	rfNC0523171	siptg001941l1	22
reference_vs_siscowet	rfNC0523181	siptg000874l1	22
reference_vs_siscowet	rfNC0523191	siptg000346l1	22
reference_vs_siscowet	rfNC0523201	siptg001087l1	22
reference_vs_siscowet	rfNC0523201	siptg004326l1	22
reference_vs_siscowet	rfNC0523201	siptg008072l1	22
reference_vs_siscowet	rfNC0523211	siptg001528l1	22
reference_vs_siscowet	rfNC0523221	siptg002331l1	22
reference_vs_siscowet	rfNC0523251	siptg000159l1	22
reference_vs_siscowet	rfNC0523251	siptg000935l1	22
reference_vs_siscowet	rfNC0523271	siptg001667l1	22
reference_vs_siscowet	rfNC0523281	siptg001522l1	22
reference_vs_siscowet	rfNC0523291	siptg001536l1	22
reference_vs_siscowet	rfNC0523291	siptg002631l1	22
reference_vs_siscowet	rfNC0523331	siptg001693l1	22
reference_vs_siscowet	rfNC0523331	siptg002240l1	22
reference_vs_siscowet	rfNC0523351	siptg002448l1	22
reference_vs_siscowet	rfNC0523371	siptg002085l1	22
reference_vs_siscowet	rfNC0523391	siptg002400l1	22
reference_vs_siscowet	rfNC0523401	siptg004919l1	22
reference_vs_siscowet	rfNC0523431	siptg002428l1	22
reference_vs_siscowet	rfNC0523451	siptg004309l1	22
reference_vs_siscowet	rfNC0523461	siptg000144l1	22
reference_vs_siscowet	rfNC0523461	siptg002704l1	22
reference_vs_siscowet	rfNC0523461	siptg003202l1	22
reference_vs_siscowet	rfNC0523471	siptg002397l1	22
reference_vs_siscowet	rfNW0240577311	siptg003728l1	22
reference_vs_siscowet	rfNC0523091	siptg000767l1	21
reference_vs_siscowet	rfNC0523101	siptg004018l1	21
reference_vs_siscowet	rfNC0523111	siptg000203l1	21
reference_vs_siscowet	rfNC0523111	siptg004066l1	21
reference_vs_siscowet	rfNC0523121	siptg005143l1	21
reference_vs_siscowet	rfNC0523131	siptg007846l1	21
reference_vs_siscowet	rfNC0523141	siptg001827l1	21
reference_vs_siscowet	rfNC0523161	siptg001073l1	21
reference_vs_siscowet	rfNC0523171	siptg002689l1	21
reference_vs_siscowet	rfNC0523191	siptg000114l1	21
reference_vs_siscowet	rfNC0523191	siptg006174l1	21
reference_vs_siscowet	rfNC0523221	siptg001245l1	21
reference_vs_siscowet	rfNC0523221	siptg016492l1	21
reference_vs_siscowet	rfNC0523251	siptg000018l1	21
reference_vs_siscowet	rfNC0523261	siptg002540l1	21
reference_vs_siscowet	rfNC0523271	siptg002642l1	21
reference_vs_siscowet	rfNC0523311	siptg001584l1	21
reference_vs_siscowet	rfNC0523341	siptg000792l1	21
reference_vs_siscowet	rfNC0523371	siptg001327l1	21
reference_vs_siscowet	rfNC0523391	siptg000958l1	21
reference_vs_siscowet	rfNC0523401	siptg000047l1	21
reference_vs_siscowet	rfNC0523401	siptg003555l1	21
reference_vs_siscowet	rfNC0523421	siptg002478l1	21
reference_vs_siscowet	rfNC0523441	siptg000080l1	21
reference_vs_siscowet	rfNC0523461	siptg000084l1	21
reference_vs_siscowet	rfNC0523071	siptg000288l1	20
reference_vs_siscowet	rfNC0523071	siptg000942l1	20
reference_vs_siscowet	rfNC0523081	siptg001677l1	20
reference_vs_siscowet	rfNC0523081	siptg001797l1	20
reference_vs_siscowet	rfNC0523091	siptg000309l1	20
reference_vs_siscowet	rfNC0523091	siptg000820l1	20
reference_vs_siscowet	rfNC0523091	siptg001112l1	20
reference_vs_siscowet	rfNC0523091	siptg003296l1	20
reference_vs_siscowet	rfNC0523141	siptg001502l1	20
reference_vs_siscowet	rfNC0523141	siptg006159l1	20
reference_vs_siscowet	rfNC0523151	siptg000576l1	20
reference_vs_siscowet	rfNC0523171	siptg002190l1	20
reference_vs_siscowet	rfNC0523171	siptg008168l1	20
reference_vs_siscowet	rfNC0523211	siptg000184l1	20
reference_vs_siscowet	rfNC0523221	siptg002048l1	20
reference_vs_siscowet	rfNC0523221	siptg002801l1	20
reference_vs_siscowet	rfNC0523221	siptg003015l1	20
reference_vs_siscowet	rfNC0523231	siptg000988l1	20
reference_vs_siscowet	rfNC0523271	siptg000380l1	20
reference_vs_siscowet	rfNC0523271	siptg002212l1	20
reference_vs_siscowet	rfNC0523311	siptg000468l1	20
reference_vs_siscowet	rfNC0523311	siptg001232l1	20
reference_vs_siscowet	rfNC0523311	siptg001816l1	20
reference_vs_siscowet	rfNC0523321	siptg001796l1	20
reference_vs_siscowet	rfNC0523341	siptg002679l1	20
reference_vs_siscowet	rfNC0523381	siptg001605l1	20
reference_vs_siscowet	rfNC0523391	siptg001892l1	20
reference_vs_siscowet	rfNC0523401	siptg000324l1	20
reference_vs_siscowet	rfNC0523401	siptg003542l1	20
reference_vs_siscowet	rfNC0523421	siptg001635l1	20
reference_vs_siscowet	rfNC0523421	siptg012128l1	20
reference_vs_siscowet	rfNC0523431	siptg001729l1	20
reference_vs_siscowet	rfNC0523441	siptg000235l1	20
reference_vs_siscowet	rfNC0523441	siptg003655l1	20
reference_vs_siscowet	rfNC0523451	siptg003032l1	20
reference_vs_siscowet	rfNC0523071	siptg001826l1	19
reference_vs_siscowet	rfNC0523081	siptg000109l1	19
reference_vs_siscowet	rfNC0523081	siptg000827l1	19
reference_vs_siscowet	rfNC0523081	siptg001570l1	19
reference_vs_siscowet	rfNC0523091	siptg001019l1	19
reference_vs_siscowet	rfNC0523091	siptg001752l1	19
reference_vs_siscowet	rfNC0523091	siptg002350l1	19
reference_vs_siscowet	rfNC0523091	siptg002670l1	19
reference_vs_siscowet	rfNC0523101	siptg003185l1	19
reference_vs_siscowet	rfNC0523111	siptg002202l1	19
reference_vs_siscowet	rfNC0523131	siptg000228l1	19
reference_vs_siscowet	rfNC0523141	siptg001122l1	19
reference_vs_siscowet	rfNC0523141	siptg001853l1	19
reference_vs_siscowet	rfNC0523151	siptg000193l1	19
reference_vs_siscowet	rfNC0523211	siptg000251l1	19
reference_vs_siscowet	rfNC0523241	siptg000057l1	19
reference_vs_siscowet	rfNC0523241	siptg000982l1	19
reference_vs_siscowet	rfNC0523291	siptg000955l1	19
reference_vs_siscowet	rfNC0523291	siptg004260l1	19
reference_vs_siscowet	rfNC0523301	siptg000105l1	19
reference_vs_siscowet	rfNC0523311	siptg001742l1	19
reference_vs_siscowet	rfNC0523351	siptg002408l1	19
reference_vs_siscowet	rfNC0523361	siptg001499l1	19
reference_vs_siscowet	rfNC0523371	siptg000615l1	19
reference_vs_siscowet	rfNC0523381	siptg000409l1	19
reference_vs_siscowet	rfNC0523381	siptg001922l1	19
reference_vs_siscowet	rfNC0523381	siptg008171l1	19
reference_vs_siscowet	rfNC0523401	siptg002328l1	19
reference_vs_siscowet	rfNC0523401	siptg004351l1	19
reference_vs_siscowet	rfNC0523411	siptg000575l1	19
reference_vs_siscowet	rfNC0523411	siptg000871l1	19
reference_vs_siscowet	rfNC0523411	siptg001292l1	19
reference_vs_siscowet	rfNC0523431	siptg000262l1	19
reference_vs_siscowet	rfNC0523431	siptg001992l1	19
reference_vs_siscowet	rfNC0523431	siptg002838l1	19
reference_vs_siscowet	rfNC0523431	siptg003562l1	19
reference_vs_siscowet	rfNC0523461	siptg004289l1	19
reference_vs_siscowet	rfNC0523461	siptg008430l1	19
reference_vs_siscowet	rfNC0523481	siptg001440l1	19
reference_vs_siscowet	rfNC0523481	siptg005923l1	19
reference_vs_siscowet	rfNW0240613311	siptg000121l1	19
reference_vs_siscowet	rfNC0523071	siptg000965l1	18
reference_vs_siscowet	rfNC0523071	siptg009365l1	18
reference_vs_siscowet	rfNC0523081	siptg001165l1	18
reference_vs_siscowet	rfNC0523091	siptg000663l1	18
reference_vs_siscowet	rfNC0523091	siptg000673l1	18
reference_vs_siscowet	rfNC0523101	siptg000860l1	18
reference_vs_siscowet	rfNC0523101	siptg004665l1	18
reference_vs_siscowet	rfNC0523111	siptg001515l1	18
reference_vs_siscowet	rfNC0523131	siptg000031l1	18
reference_vs_siscowet	rfNC0523131	siptg003622l1	18
reference_vs_siscowet	rfNC0523141	siptg000028l1	18
reference_vs_siscowet	rfNC0523141	siptg001098l1	18
reference_vs_siscowet	rfNC0523141	siptg001343l1	18
reference_vs_siscowet	rfNC0523151	siptg000466l1	18
reference_vs_siscowet	rfNC0523161	siptg000255l1	18
reference_vs_siscowet	rfNC0523171	siptg000532l1	18
reference_vs_siscowet	rfNC0523171	siptg000959l1	18
reference_vs_siscowet	rfNC0523181	siptg000035l1	18
reference_vs_siscowet	rfNC0523201	siptg003912l1	18
reference_vs_siscowet	rfNC0523201	siptg003913l1	18
reference_vs_siscowet	rfNC0523221	siptg003508l1	18
reference_vs_siscowet	rfNC0523241	siptg000470l1	18
reference_vs_siscowet	rfNC0523241	siptg000844l1	18
reference_vs_siscowet	rfNC0523241	siptg001823l1	18
reference_vs_siscowet	rfNC0523241	siptg002125l1	18
reference_vs_siscowet	rfNC0523251	siptg002421l1	18
reference_vs_siscowet	rfNC0523271	siptg002093l1	18
reference_vs_siscowet	rfNC0523291	siptg001746l1	18
reference_vs_siscowet	rfNC0523291	siptg002655l1	18
reference_vs_siscowet	rfNC0523301	siptg001054l1	18
reference_vs_siscowet	rfNC0523311	siptg003825l1	18
reference_vs_siscowet	rfNC0523321	siptg002239l1	18
reference_vs_siscowet	rfNC0523341	siptg000687l1	18
reference_vs_siscowet	rfNC0523341	siptg016462l1	18
reference_vs_siscowet	rfNC0523371	siptg001320l1	18
reference_vs_siscowet	rfNC0523381	siptg004052l1	18
reference_vs_siscowet	rfNC0523381	siptg007822l1	18
reference_vs_siscowet	rfNC0523391	siptg002610l1	18
reference_vs_siscowet	rfNC0523401	siptg001885l1	18
reference_vs_siscowet	rfNC0523401	siptg002191l1	18
reference_vs_siscowet	rfNC0523421	siptg007780l1	18
reference_vs_siscowet	rfNC0523481	siptg001448l1	18
reference_vs_siscowet	rfNW0240603041	siptg005515l1	18
reference_vs_siscowet	rfNW0240608341	siptg006612l1	18
reference_vs_siscowet	rfNC0363921	siptg018880l1	17
reference_vs_siscowet	rfNC0523071	siptg002259l1	17
reference_vs_siscowet	rfNC0523081	siptg013050l1	17
reference_vs_siscowet	rfNC0523091	siptg001712l1	17
reference_vs_siscowet	rfNC0523091	siptg003214l1	17
reference_vs_siscowet	rfNC0523101	siptg000553l1	17
reference_vs_siscowet	rfNC0523101	siptg001151l1	17
reference_vs_siscowet	rfNC0523101	siptg001868l1	17
reference_vs_siscowet	rfNC0523101	siptg001924l1	17
reference_vs_siscowet	rfNC0523101	siptg007770l1	17
reference_vs_siscowet	rfNC0523111	siptg001462l1	17
reference_vs_siscowet	rfNC0523111	siptg002141l1	17
reference_vs_siscowet	rfNC0523111	siptg002924l1	17
reference_vs_siscowet	rfNC0523111	siptg004912l1	17
reference_vs_siscowet	rfNC0523121	siptg000587l1	17
reference_vs_siscowet	rfNC0523121	siptg007493l1	17
reference_vs_siscowet	rfNC0523131	siptg000036l1	17
reference_vs_siscowet	rfNC0523131	siptg003552l1	17
reference_vs_siscowet	rfNC0523141	siptg002672l1	17
reference_vs_siscowet	rfNC0523171	siptg000748l1	17
reference_vs_siscowet	rfNC0523181	siptg000443l1	17
reference_vs_siscowet	rfNC0523181	siptg004755l1	17
reference_vs_siscowet	rfNC0523201	siptg000937l1	17
reference_vs_siscowet	rfNC0523201	siptg002543l1	17
reference_vs_siscowet	rfNC0523211	siptg000973l1	17
reference_vs_siscowet	rfNC0523241	siptg002112l1	17
reference_vs_siscowet	rfNC0523261	siptg003430l1	17
reference_vs_siscowet	rfNC0523271	siptg000866l1	17
reference_vs_siscowet	rfNC0523291	siptg001837l1	17
reference_vs_siscowet	rfNC0523311	siptg001696l1	17
reference_vs_siscowet	rfNC0523331	siptg002340l1	17
reference_vs_siscowet	rfNC0523341	siptg001740l1	17
reference_vs_siscowet	rfNC0523341	siptg002987l1	17
reference_vs_siscowet	rfNC0523351	siptg000007l1	17
reference_vs_siscowet	rfNC0523361	siptg000375l1	17
reference_vs_siscowet	rfNC0523361	siptg009830l1	17
reference_vs_siscowet	rfNC0523371	siptg004267l1	17
reference_vs_siscowet	rfNC0523381	siptg001146l1	17
reference_vs_siscowet	rfNC0523381	siptg003235l1	17
reference_vs_siscowet	rfNC0523391	siptg004965l1	17
reference_vs_siscowet	rfNC0523401	siptg004127l1	17
reference_vs_siscowet	rfNC0523401	siptg008048l1	17
reference_vs_siscowet	rfNC0523421	siptg007972l1	17
reference_vs_siscowet	rfNC0523451	siptg000771l1	17
reference_vs_siscowet	rfNC0523461	siptg002344l1	17
reference_vs_siscowet	rfNC0523461	siptg004241l1	17
reference_vs_siscowet	rfNC0523471	siptg002053l1	17
reference_vs_siscowet	rfNC0523481	siptg001136l1	17
reference_vs_siscowet	rfNC0523071	siptg000492l1	16
reference_vs_siscowet	rfNC0523091	siptg004137l1	16
reference_vs_siscowet	rfNC0523101	siptg004759l1	16
reference_vs_siscowet	rfNC0523101	siptg008504l1	16
reference_vs_siscowet	rfNC0523111	siptg001298l1	16
reference_vs_siscowet	rfNC0523111	siptg001392l1	16
reference_vs_siscowet	rfNC0523111	siptg002820l1	16
reference_vs_siscowet	rfNC0523111	siptg003984l1	16
reference_vs_siscowet	rfNC0523131	siptg000661l1	16
reference_vs_siscowet	rfNC0523131	siptg002458l1	16
reference_vs_siscowet	rfNC0523131	siptg003657l1	16
reference_vs_siscowet	rfNC0523131	siptg005797l1	16
reference_vs_siscowet	rfNC0523141	siptg001606l1	16
reference_vs_siscowet	rfNC0523141	siptg004531l1	16
reference_vs_siscowet	rfNC0523141	siptg009064l1	16
reference_vs_siscowet	rfNC0523171	siptg003111l1	16
reference_vs_siscowet	rfNC0523181	siptg001450l1	16
reference_vs_siscowet	rfNC0523201	siptg001337l1	16
reference_vs_siscowet	rfNC0523211	siptg000977l1	16
reference_vs_siscowet	rfNC0523211	siptg001242l1	16
reference_vs_siscowet	rfNC0523211	siptg001453l1	16
reference_vs_siscowet	rfNC0523211	siptg003436l1	16
reference_vs_siscowet	rfNC0523231	siptg004615l1	16
reference_vs_siscowet	rfNC0523241	siptg002274l1	16
reference_vs_siscowet	rfNC0523251	siptg000010l1	16
reference_vs_siscowet	rfNC0523251	siptg000172l1	16
reference_vs_siscowet	rfNC0523261	siptg001869l1	16
reference_vs_siscowet	rfNC0523261	siptg002306l1	16
reference_vs_siscowet	rfNC0523261	siptg002586l1	16
reference_vs_siscowet	rfNC0523271	siptg003247l1	16
reference_vs_siscowet	rfNC0523291	siptg001964l1	16
reference_vs_siscowet	rfNC0523291	siptg004130l1	16
reference_vs_siscowet	rfNC0523311	siptg000026l1	16
reference_vs_siscowet	rfNC0523311	siptg000775l1	16
reference_vs_siscowet	rfNC0523311	siptg004596l1	16
reference_vs_siscowet	rfNC0523321	siptg000191l1	16
reference_vs_siscowet	rfNC0523321	siptg000714l1	16
reference_vs_siscowet	rfNC0523331	siptg004148l1	16
reference_vs_siscowet	rfNC0523371	siptg004461l1	16
reference_vs_siscowet	rfNC0523381	siptg000756l1	16
reference_vs_siscowet	rfNC0523391	siptg007477l1	16
reference_vs_siscowet	rfNC0523401	siptg001408l1	16
reference_vs_siscowet	rfNC0523431	siptg000356l1	16
reference_vs_siscowet	rfNC0523431	siptg004322l1	16
reference_vs_siscowet	rfNC0523441	siptg001789l1	16
reference_vs_siscowet	rfNC0523451	siptg000134l1	16
reference_vs_siscowet	rfNC0523471	siptg002508l1	16
reference_vs_siscowet	rfNC0523481	siptg001350l1	16
reference_vs_siscowet	rfNC0523081	siptg000256l1	15
reference_vs_siscowet	rfNC0523091	siptg004240l1	15
reference_vs_siscowet	rfNC0523101	siptg002273l1	15
reference_vs_siscowet	rfNC0523101	siptg002552l1	15
reference_vs_siscowet	rfNC0523101	siptg003660l1	15
reference_vs_siscowet	rfNC0523111	siptg000530l1	15
reference_vs_siscowet	rfNC0523111	siptg002326l1	15
reference_vs_siscowet	rfNC0523141	siptg001246l1	15
reference_vs_siscowet	rfNC0523151	siptg001578l1	15
reference_vs_siscowet	rfNC0523151	siptg001590l1	15
reference_vs_siscowet	rfNC0523151	siptg002843l1	15
reference_vs_siscowet	rfNC0523161	siptg000246l1	15
reference_vs_siscowet	rfNC0523171	siptg000354l1	15
reference_vs_siscowet	rfNC0523181	siptg000463l1	15
reference_vs_siscowet	rfNC0523191	siptg001285l1	15
reference_vs_siscowet	rfNC0523191	siptg002365l1	15
reference_vs_siscowet	rfNC0523201	siptg002634l1	15
