gene_id	symbol	product	biotype	lean_del_n	lean_del_bp	sisco_del_n	sisco_del_bp	lean_ins_n	sisco_ins_n	ecotype_skew_note
gene-LOC120017788	LOC120017788	VPS10 domain-containing receptor SorCS1-like	protein_coding	1	101	3	707	0	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120017789	LOC120017789	inhibitory synaptic factor 2A-like	protein_coding	1	464	0	0	0	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120017790	LOC120017790	disintegrin and metalloproteinase domain-containing protein 12-like	protein_coding	0	0	0	0	0	1	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120017793	LOC120017793	protein FAM53B-like	protein_coding	0	0	1	115	6	1	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120017794	LOC120017794	NK1 transcription factor-related protein 2-like	protein_coding	2	3057	2	192	0	4	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120017797	LOC120017797	glutamate receptor ionotropic, delta-1-like	protein_coding	5	2573	5	1170	185	193	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120017802	LOC120017802	formin-2-like	protein_coding	1	54	4	3118	0	1	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120017807	LOC120017807	uncharacterized LOC120017807	lncRNA	0	0	1	1236	0	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120017808	LOC120017808	SH2 domain-containing protein 4B-like	protein_coding	1	52	0	0	0	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120017809	LOC120017809	inactive phospholipase D5-like	protein_coding	2	1234	1	3236	1	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120017810	LOC120017810	girdin-like	protein_coding	10	4553	4	3035	4	1	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120017815	LOC120017815	alpha-2-macroglobulin-like	protein_coding	0	0	2	491	0	4	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120017818	LOC120017818	secreted frizzled-related protein 5-like	protein_coding	11	2194	12	1627	22	40	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120017820	LOC120017820	lysyl oxidase homolog 4-like	protein_coding	11	3158	11	7012	14	35	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120017821	LOC120017821	polymeric immunoglobulin receptor-like	protein_coding	0	0	0	0	1	1	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120017822	LOC120017822	polymeric immunoglobulin receptor-like	protein_coding	2	260	0	0	0	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120017823	LOC120017823	CMRF35-like molecule 5	protein_coding	0	0	0	0	0	1	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120017824	LOC120017824	polymeric immunoglobulin receptor-like	protein_coding	5	1052	0	0	1	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120017827	LOC120017827	semaphorin-4G-like	protein_coding	3	2992	3	418	3	4	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120017836	LOC120017836	testican-2-like	protein_coding	11	1329	3	342	10	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120017837	LOC120017837	potassium voltage-gated channel subfamily H member 1-like	protein_coding	3	207	4	423	7	7	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120017839	LOC120017839	neurofilament heavy polypeptide-like	protein_coding	2	413	1	229	3	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120017840	LOC120017840	endonuclease III-like protein 1	protein_coding	0	0	3	381	6	4	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120017842	LOC120017842	mucin-2-like	protein_coding	1	84	0	0	7	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120017844	LOC120017844	leucine-rich melanocyte differentiation-associated protein-like	protein_coding	40	10691	30	7401	76	102	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120017845	LOC120017845	dentin sialophosphoprotein-like	protein_coding	30	5370	23	6821	24	32	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120017846	LOC120017846	collagen alpha-1(XIX) chain-like	protein_coding	1	426	5	2050	2	8	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120017848	LOC120017848	methylcytosine dioxygenase tet3-B-like	protein_coding	22	8012	19	3381	76	77	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120017849	LOC120017849		pseudogene	6	1064	8	2641	5	7	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120017850	LOC120017850		pseudogene	3	240	3	419	7	23	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120017851	LOC120017851	histone H1-like	protein_coding	1	689	0	0	1	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120017852	LOC120017852	tau-tubulin kinase 1-like	protein_coding	5	711	1	60	1	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120017855	LOC120017855	28S ribosomal protein S5, mitochondrial-like	protein_coding	2	383	1	78	0	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120017856	LOC120017856	sodium/calcium exchanger 1-like	protein_coding	23	5475	22	4555	43	27	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120017857	LOC120017857	exocyst complex component 6-like	protein_coding	35	13104	47	10891	250	262	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120017858	LOC120017858	ABC transporter G family member 23-like	protein_coding	6	2776	2	2888	30	31	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120017859	LOC120017859	uncharacterized LOC120017859	protein_coding	0	0	1	939	2	25	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120017860	LOC120017860	butyrophilin subfamily 2 member A1-like	protein_coding	5	2062	3	1025	7	16	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120017861	LOC120017861	aftiphilin-like	protein_coding	1	87	4	330	0	17	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120017863	LOC120017863	butyrophilin subfamily 2 member A1-like	protein_coding	10	2095	11	1668	20	37	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120017864	LOC120017864	lysosomal cobalamin transport escort protein LMBD1-like	protein_coding	42	11943	46	11869	134	130	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120017865	LOC120017865	exocyst complex component 6-like	protein_coding	34	6891	37	10340	28	32	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120017866	LOC120017866	probable methyltransferase TARBP1	protein_coding	8	3504	17	8546	3	23	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120017867	LOC120017867	protein FAM135A-like	protein_coding	20	4541	44	9791	27	73	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120017869	LOC120017869	uncharacterized LOC120017869	lncRNA	4	522	7	1781	10	40	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120017872	LOC120017872	uncharacterized LOC120017872	lncRNA	1	147	0	0	3	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120017875	LOC120017875	paired box protein Pax-2a	protein_coding	19	7434	14	10488	66	76	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120017876	LOC120017876	uncharacterized LOC120017876	lncRNA	1	56	0	0	2	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120017879	LOC120017879	uncharacterized LOC120017879	lncRNA	2	1018	4	2084	2	5	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120017887	LOC120017887	actin-binding LIM protein 1-like	protein_coding	0	0	0	0	2	1	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120017890	LOC120017890	androgen-dependent TFPI-regulating protein	protein_coding	0	0	0	0	0	4	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120017900	LOC120017900	histone H2B	protein_coding	0	0	1	553	0	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120017908	LOC120017908	uncharacterized LOC120017908	protein_coding	0	0	0	0	3	1	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120017912	LOC120017912	melanopsin-A-like	protein_coding	3	801	1	1383	1	4	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120017918	LOC120017918	pituitary homeobox 3	protein_coding	0	0	0	0	1	1	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120017919	LOC120017919	heat shock 70 kDa protein 12A-like	protein_coding	0	0	0	0	4	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120017921	LOC120017921	KAT8 regulatory NSL complex subunit 3-like	protein_coding	0	0	1	55	0	1	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120017929	LOC120017929	polymeric immunoglobulin receptor-like	protein_coding	0	0	0	0	0	1	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120017930	LOC120017930	regulating synaptic membrane exocytosis protein 1-like	protein_coding	2	120	0	0	2	3	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120017932	LOC120017932	histone H1	protein_coding	0	0	1	712	0	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120017934	LOC120017934	transcription factor COE3-like	protein_coding	1	70	0	0	0	1	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120017937	LOC120017937	uncharacterized LOC120017937	lncRNA	0	0	0	0	1	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120017938	LOC120017938	C-terminal-binding protein 2-like	protein_coding	1	993	0	0	0	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120017940	LOC120017940	serine protease HTRA1A-like	protein_coding	0	0	1	131	0	1	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120017941	LOC120017941		pseudogene	1	449	4	4128	1	5	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120017943	LOC120017943	alpha-actinin-2	protein_coding	1	54	0	0	0	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120017944	LOC120017944	ryanodine receptor 2-like	protein_coding	1	197	0	0	0	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120017945	LOC120017945	regulator of G-protein signaling 7-like	protein_coding	0	0	0	0	1	2	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120017946	LOC120017946	trichohyalin-like	protein_coding	1	86	1	84	0	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120017952	LOC120017952	probable E3 ubiquitin-protein ligase HECTD2	protein_coding	5	433	0	0	2	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120017953	LOC120017953	polyribonucleotide nucleotidyltransferase 1, mitochondrial-like	protein_coding	0	0	0	0	1	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120017958	LOC120017958	heterogeneous nuclear ribonucleoprotein L-like	protein_coding	1	59	1	203	0	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120017962	LOC120017962	uncharacterized LOC120017962	lncRNA	1	434	0	0	0	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120017963	LOC120017963	protein Wnt-8b-like	protein_coding	3	681	0	0	1	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120017965	LOC120017965		pseudogene	3	812	9	952	4	12	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120017966	LOC120017966	calcium-activated potassium channel subunit alpha-1-like	protein_coding	36	7323	34	8014	90	82	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120017968	LOC120017968	EH domain-binding protein 1-like	protein_coding	13	1536	15	2008	40	64	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120017969	LOC120017969	fumarate hydratase, mitochondrial-like	protein_coding	4	788	5	531	8	6	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120017970	LOC120017970	putative thiamine transporter SLC35F3	protein_coding	1	434	3	2396	1	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120017974	LOC120017974	galectin-related protein-like	protein_coding	3	1202	8	3092	3	2	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120017975	LOC120017975	galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 2-like	protein_coding	1	66	1	66	0	1	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120017978	LOC120017978	synuclein-like	protein_coding	0	0	1	139	0	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120017982	LOC120017982		pseudogene	1	87	0	0	0	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120017984	LOC120017984	uncharacterized LOC120017984	protein_coding	0	0	0	0	1	1	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120017985	LOC120017985	uncharacterized LOC120017985	lncRNA	2	168	0	0	0	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120017989	LOC120017989	uncharacterized LOC120017989	lncRNA	2	232	0	0	1	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120017990	LOC120017990	uncharacterized LOC120017990	lncRNA	1	56	0	0	0	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-LOC120018002	LOC120018002	calcium-binding protein 8	protein_coding	0	0	1	80	0	1	lean-reference: siscowet-specific & deletion counts inflated by divergence
